Food	Module	Correlation	Pvalue	fdr_pval	Significance
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00450  BaeS-BaeR (envelope stress response) two-component regulatory system	-0.23921181042675	0.187306896071551	0.962285329963728	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00452  CusS-CusR (copper tolerance) two-component regulatory system	0.0124833099287009	0.945937485700989	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00455  TorS-TorR (trimethylamine N-oxide respiration) two-component regulatory system	-0.00513345314751031	0.977754691456548	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00461  MtrB-MtrA (osmotic stress response) two-component regulatory system	-0.454887203377699	0.00890228550880623	0.718602386900516	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00462  PrrB-PrrA (intracellular multiplication) two-component regulatory system	0.112366589290168	0.54034194320154	0.986071010227061	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00467  SasA-RpaAB (circadian timing mediating) two-component regulatory system	0.212099006344003	0.243858965782531	0.970715645974122	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00468  SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	-0.13278859082813	0.468760183652131	0.981798265824209	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00471  NarX-NarL (nitrate respiration) two-component regulatory system	0.331347487698274	0.0639492020276832	0.919287267413452	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00473  UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	0.15174607042081	0.407064794120029	0.97976190415105	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00476  ComP-ComA (competence) two-component regulatory system	-0.392704630813171	0.0261980196493586	0.87169684267962	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00478  DegS-DegU (multicellular behavior control) two-component regulatory system	-0.342466725459123	0.0550247767514963	0.916316024717656	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00479  DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	-0.09963098332787	0.587455068856526	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00480  VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	-0.333332444049581	0.0622780179054453	0.919287267413452	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00481  LiaS-LiaR (cell wall stress response) two-component regulatory system	0.0505484015720213	0.783512979271639	0.999848235940407	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00485  KinABCDE-Spo0FA (sporulation control) two-component regulatory system	-0.383578681914563	0.0302207886798461	0.87169684267962	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00492  LytS-LytR (autolysis and cell wall metabolism) two-component regulatory system	-0.486167713274359	0.00478471355979092	0.675279498337866	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00494  NatK-NatR (sodium extrusion) two-component regulatory system	-0.536168609956481	0.00156113777423101	0.57345188703904	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00502  GlrK-GlrR (amino sugar metabolism) two-component regulatory system	0.217356512926188	0.23209226650137	0.970715645974122	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00504  DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	0.0377861775329268	0.837322328866934	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00505  KinB-AlgB (alginate production) two-component regulatory system	0.0556575630861173	0.762229145387067	0.999848235940407	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00506  CheA-CheYBV (chemotaxis) two-component regulatory system	-0.397244572871742	0.024366808897277	0.87169684267962	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00514  TtrS-TtrR (tetrathionate respiration) two-component regulatory system	0.00862574749820328	0.962629560818374	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Functional set; Environmental information processing; Two-component regulatory system; M00519  YesM-YesN two-component regulatory system	-0.419050672646194	0.0169752896008838	0.823329557671909	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Pathway module; Energy metabolism; Nitrogen metabolism; M00529  Denitrification, nitrate => nitrogen	0.106272255544375	0.562662025940663	0.986071010227061	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Pathway module; Energy metabolism; Nitrogen metabolism; M00531  Assimilatory nitrate reduction, nitrate => ammonia	-0.106943536395902	0.56018295715394	0.986071010227061	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Signature module; Gene set; Pathogenicity; M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors	-0.158761948844839	0.385457226655834	0.978237282194287	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Pathway module; Nucleotide and amino acid metabolism; Aromatic amino acid metabolism; M00545  Trans-cinnamate degradation, trans-cinnamate => 2-oxopent-4-enoate + fumarate	-0.329157047421768	0.0658339498372802	0.919287267413452	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Signature module; Gene set; Pathogenicity; M00564  Helicobacter pylori pathogenicity signature, cagA pathogenicity island	-0.444376064263115	0.0108328292669953	0.718602386900516	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Structural complex; Environmental information processing; Peptide and nickel transport system; M00566  Dipeptide transport system, Firmicutes	-0.463203027147542	0.00758927577562085	0.714948697426436	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Pathway module; Secondary metabolism; Aromatics degradation; M00568  Catechol ortho-cleavage, catechol => 3-oxoadipate	-0.56383547528823	0.000777480690757105	0.444903328598187	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans	Pathway module; Secondary metabolism; Aromatics degradation; M00569  Catechol meta-cleavage, catechol => pyruvate + acetaldehyde	-0.0133583718107984	0.942153883516431	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Lysine metabolism; M00030  Lysine biosynthesis, 2-oxoglutarate => 2-aminoadipate => lysine	0.10035091964278	0.584744378187536	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Lysine metabolism; M00032  Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	-0.337763555160773	0.0586710336228905	0.916316024717656	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Aromatic amino acid metabolism; M00038  Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	-0.0772872135395722	0.674165608594163	0.992441424764598	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Aromatic amino acid metabolism; M00040  Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	-0.303837284552259	0.0909105181877669	0.921627798719901	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Carbohydrate and lipid metabolism; Lipopolysaccharide metabolism; M00064  ADP-L-glycero-D-manno-heptose biosynthesis	-0.100255881318839	0.585101898302399	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Carbohydrate and lipid metabolism; Fatty acid metabolism; M00087  beta-Oxidation	-0.258261820948307	0.15353155584781	0.94985965908432	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Carbohydrate and lipid metabolism; Fatty acid metabolism; M00088  Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	0.0962153737783423	0.60038995699012	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Polyamine biosynthesis; M00134  Polyamine biosynthesis, arginine => ornithine => putrescine	-0.0988489220259008	0.590405907616825	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Nucleotide and amino acid metabolism; Polyamine biosynthesis; M00136  GABA biosynthesis, prokaryotes, putrescine => GABA	0.0906730157919542	0.621634189079153	0.988953655080684	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Energy metabolism; ATP synthesis; M00149  Succinate dehydrogenase, prokaryotes	0.145133409751668	0.428043537186278	0.97976190415105	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Pathway module; Energy metabolism; Carbon fixation; M00170  C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	-0.0153481949406882	0.933555001692725	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00185  Sulfate transport system	-0.0414082872359616	0.821965671415141	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00188  NitT/TauT family transport system	0.0411798345488671	0.822932393880419	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00189  Molybdate transport system	-0.0351301141943761	0.848621072544823	0.999937356549264	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00190  Iron(III) transport system	-0.154751100036569	0.3977272364176	0.97976190415105	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Saccharide, polyol, and lipid transport system; M00198  Putative sn-glycerol-phosphate transport system	-0.155803478963322	0.39448637944248	0.979354740122465	
L1_Dry_Beans_Peas_Other_Legumes_Nuts_and_Seeds;L2_Legumes;L3_Dried_beans_mixtures	Structural complex; Environmental information processing; Mineral and organic ion transport system; M00209  Osmoprotectant transport system	-0.0165326060307019	0.928440081487113	0.999937356549264	
