	shannon	chao1	simpson
MCT.f.0221	4.54137816624	218.0	0.905127815154
MCT.f.0222	5.2208384166	201.0	0.94111830744
MCT.f.0223	5.04995256774	224.0	0.935510995
MCT.f.0224	5.06517620153	201.0	0.933191607307
MCT.f.0225	3.70212018364	209.0	0.807254218431
MCT.f.0226	5.01436750281	208.0	0.928450313263
MCT.f.0227	4.64726923171	195.0	0.908590616808
MCT.f.0228	5.24873448271	206.0	0.954352159103
MCT.f.0229	5.21464768892	230.0	0.946940688697
MCT.f.0230	4.59917845077	205.0	0.903547760533
MCT.f.0231	5.1741759868	217.0	0.938414605772
MCT.f.0232	4.79766334483	223.333333333	0.924007102327
MCT.f.0233	4.67796105367	212.0	0.902954252249
MCT.f.0234	4.97578178496	207.0	0.92777603326
MCT.f.0235	5.24929893077	218.0	0.94652439928
MCT.f.0236	4.79674613016	203.0	0.89429451121
MCT.f.0238	3.6080710937	198.0	0.710493373263
MCT.f.0241	4.31191219998	242.0	0.895584765157
MCT.f.0242	4.61712720586	203.0	0.912342834417
MCT.f.0243	5.03780412675	211.0	0.928118764754
MCT.f.0244	4.60299557456	218.0	0.907904652046
MCT.f.0245	4.48930632963	213.0	0.903411657055
MCT.f.0247	4.72175225734	209.0	0.90690049868
MCT.f.0249	4.64904588173	221.0	0.901161881572
MCT.f.0250	4.37107810879	231.0	0.884146041731
MCT.f.0252	4.27671920103	221.333333333	0.889865867045
MCT.f.0254	4.50117489088	264.0	0.90946669348
MCT.f.0255	4.41020378784	211.142857143	0.904306578155
MCT.f.0256	4.47511482447	213.333333333	0.887971368052
MCT.f.0258	4.25262057648	208.25	0.882149794667
MCT.f.0259	4.63569670049	209.0	0.907173424332
MCT.f.0260	4.78877022055	205.0	0.919239711772
MCT.f.0261	4.66052260716	213.0	0.910528846123
MCT.f.0263	4.68624088299	246.0	0.920191383934
MCT.f.0264	4.71138372496	213.5	0.921378824204
MCT.f.0265	4.81443453929	231.0	0.932436579822
MCT.f.0266	4.56621112318	200.0	0.923249818114
MCT.f.0267	4.73570154027	214.5	0.910507473549
MCT.f.0269	4.69495168293	208.0	0.921641358817
MCT.f.0270	4.91762674772	190.0	0.932141820523
MCT.f.0271	4.94417539726	216.333333333	0.928209528417
MCT.f.0272	4.59286422757	201.0	0.916447117519
MCT.f.0290	2.99299731047	183.0	0.710283551324
MCT.f.0291	3.03591901444	317.0	0.728497707191
MCT.f.0292	3.24007469078	193.909090909	0.737517173419
MCT.f.0293	3.08122993714	265.0	0.723401418103
MCT.f.0294	3.38569929499	166.0	0.751303061083
MCT.f.0295	2.85938026779	200.2	0.693072487798
MCT.f.0296	3.40122366484	197.0	0.769366213302
MCT.f.0297	3.11036062789	226.142857143	0.731457590997
MCT.f.0298	3.36580465865	210.6	0.76981050063
MCT.f.0299	3.62816228975	182.0	0.806237840795
MCT.f.0300	3.68486517026	208.875	0.808541726215
MCT.f.0301	4.23058516372	188.0	0.881172392077
MCT.f.0302	3.22493600283	192.0	0.721240747451
MCT.f.0303	3.86683028333	217.75	0.818379686666
MCT.f.0304	3.55496985554	189.0	0.780626181864
MCT.f.0305	3.39120079981	209.909090909	0.727833803299
MCT.f.0306	3.45869317257	172.0	0.777821429832
MCT.f.0307	3.41564832784	186.0	0.770565675293
MCT.f.0308	3.75049310432	209.0	0.825440935149
MCT.f.0310	3.7919769625	188.0	0.825684910804
MCT.f.0311	3.99086781516	196.333333333	0.848636448747
MCT.f.0312	3.47842060755	208.0	0.786382466564
MCT.f.0313	3.51674923486	200.8	0.791533918521
MCT.f.0314	3.08508736492	210.0	0.727875268141
MCT.f.0315	3.04342990142	198.666666667	0.71405122424
MCT.f.0316	3.10379339571	200.5	0.74461192293
MCT.f.0318	3.69808486311	192.333333333	0.808774830189
MCT.f.0319	3.69058902549	211.666666667	0.82258070613
MCT.f.0320	3.73979584753	186.0	0.832924746877
MCT.f.0321	3.32123310781	209.5	0.752534277673
MCT.f.0322	3.78110406299	225.25	0.828668596598
MCT.f.0323	3.56128054444	202.0	0.777043262638
MCT.f.0325	4.56605712074	235.0	0.912178474441
MCT.f.0326	4.60270010307	231.0	0.9145862577
MCT.f.0327	4.78358018486	220.75	0.9203957366
MCT.f.0329	4.62067606564	217.625	0.919041538371
MCT.f.0330	4.87619545786	211.0	0.930630324191
MCT.f.0331	4.78658298142	212.0	0.927016209049
MCT.f.0334	4.81697082225	222.142857143	0.926733875473
MCT.f.0335	4.70891985394	219.666666667	0.918760543251
MCT.f.0336	4.85123511351	209.0	0.928245302887
MCT.f.0337	4.60417288696	208.0	0.911324018505
MCT.f.0338	4.65972056936	219.0	0.918334808946
MCT.f.0340	4.72773893041	208.0	0.921750267735
MCT.f.0341	3.53871003483	190.0	0.815623491657
MCT.f.0344	3.82495067866	200.25	0.847187837433
MCT.f.0345	3.4633792832	207.8	0.7942708911
MCT.f.0346	3.49334183591	220.2	0.831078963085
MCT.f.0347	3.49492609185	215.111111111	0.805821163838
MCT.f.0348	3.78951068774	192.0	0.830542720605
MCT.f.0349	3.85235682124	209.0	0.841192293781
MCT.f.0350	3.70902501735	192.0	0.825483122474
MCT.f.0351	3.80437174648	206.2	0.850147814194
MCT.f.0352	3.7100087546	270.0	0.82531213814
MCT.f.0353	3.61816779558	209.0	0.822434513394
MCT.f.0354	3.38641092111	208.0	0.79632560089
MCT.f.0355	3.68568193157	193.0	0.844595088573
MCT.f.0356	3.79490422305	243.0	0.847880874271
MCT.f.0357	3.58968538851	203.875	0.816259246736
MCT.f.0358	4.15086041629	220.076923077	0.869405958786
MCT.f.0359	4.41497609303	212.0	0.904851750225
MCT.f.0360	4.3124839138	216.0	0.885788341172
MCT.f.0361	4.35076788297	201.0	0.911240102761
MCT.f.0362	4.47729775706	210.0	0.906891833459
MCT.f.0363	4.37732231407	220.5	0.915925082057
MCT.f.0364	4.23817459612	223.0	0.876512149305
MCT.f.0365	4.24482369326	224.0	0.892502645788
MCT.f.0366	4.31285986306	220.0	0.89856213963
MCT.f.0368	4.62567777698	212.0	0.915860440139
MCT.f.0369	4.1051127662	211.833333333	0.866618042281
MCT.f.0370	4.1989511652	200.0	0.883444807238
MCT.f.0371	4.3930892889	204.0	0.910087219045
MCT.f.0372	4.30513979687	206.0	0.901365402014
MCT.f.0374	4.38123611044	214.666666667	0.909794910589
MCT.f.0375	4.41639659254	199.0	0.913485933361
MCT.f.0376	4.44810975517	211.0	0.913387167744
MCT.f.0377	4.59468481355	204.0	0.915263842276
MCT.f.0378	4.37310730181	221.75	0.896570248853
MCT.f.0379	4.58608365574	215.0	0.910161843595
MCT.f.0380	4.8387588637	208.0	0.935887622509
MCT.f.0381	4.45394726177	221.2	0.905265462574
MCT.f.0382	4.31728173532	198.0	0.90579355711
MCT.f.0383	4.17060124959	224.142857143	0.88249327363
MCT.f.0384	4.2466006314	199.0	0.883513469408
MCT.f.0385	4.26604822277	195.0	0.895758244489
MCT.f.0386	4.35626497875	205.0	0.905443323975
MCT.f.0387	4.41605303014	215.0	0.907611060564
MCT.f.0388	4.32077906506	222.666666667	0.883887297121
MCT.f.0389	4.12892680798	209.0	0.872599031036
MCT.f.0390	4.42696569491	218.666666667	0.906289928579
MCT.f.0391	4.20039535316	205.0	0.893168495217
MCT.f.0392	4.3250328414	212.0	0.893911482261
MCT.f.0393	3.01714026374	216.25	0.640811831988
MCT.f.0394	3.77981778851	222.166666667	0.80869291218
MCT.f.0395	3.75595039431	217.2	0.802174947599
MCT.f.0396	3.36589547267	213.0	0.743542594556
MCT.f.0397	3.89196727759	212.0	0.860173919592
MCT.f.0398	3.36323961686	191.0	0.760214080718
MCT.f.0399	2.67482978792	166.0	0.580553077475
MCT.f.0400	2.91404493379	211.363636364	0.618388078121
MCT.f.0402	4.18027976415	210.0	0.866036595372
MCT.f.0403	4.50311220769	217.75	0.910014389024
MCT.f.0404	3.44595287795	192.0	0.743172683111
MCT.f.0405	4.44837628627	217.0	0.882698231157
MCT.f.0406	4.56670780912	214.666666667	0.922670611924
MCT.f.0407	3.555039182	214.2	0.784539148901
MCT.f.0408	2.50583422713	218.0	0.55804751548
MCT.f.0410	4.05117745992	205.111111111	0.865150928161
MCT.f.0411	3.93976826306	215.25	0.864116250313
MCT.f.0412	4.46659853911	209.25	0.893370984812
MCT.f.0414	3.93993527717	221.0	0.864231350176
MCT.f.0415	3.98565628967	208.0	0.88112198824
MCT.f.0416	3.78326030015	208.5	0.84759263414
MCT.f.0417	4.48800970374	212.0	0.883694184259
MCT.f.0418	4.2891705278	208.0	0.881197609261
MCT.f.0419	4.17902634022	208.5	0.878029160697
MCT.f.0420	3.82447264837	218.0	0.847184766086
MCT.f.0421	3.87274134036	201.5	0.858695596676
MCT.f.0422	4.2692813418	202.0	0.88258182894
MCT.f.0423	4.07996696617	202.666666667	0.891578823869
MCT.f.0424	4.20048564617	210.25	0.874184591653
MCT.f.0425	3.99785710417	195.0	0.872378222789
MCT.f.0426	4.07595759882	236.75	0.864728095032
MCT.f.0427	4.46194928338	214.5	0.902005046769
MCT.f.0428	4.04865259114	211.0	0.855277596857
MCT.f.0429	4.19009695723	215.0	0.866423357904
MCT.f.0430	4.16765488258	223.875	0.867940356633
MCT.f.0431	4.02705169868	211.666666667	0.868903576506
MCT.f.0432	4.06384610333	210.0	0.86025259671
MCT.f.0433	4.0052242772	190.0	0.876065051108
MCT.f.0434	3.91214144228	221.5	0.844725073009
MCT.f.0435	3.9840964385	205.0	0.843469013245
MCT.f.0436	4.06113571683	220.0	0.865135987281
MCT.f.0437	4.30198801308	224.0	0.877687168911
MCT.f.0438	4.01164783887	216.5	0.86599222531
MCT.f.0439	4.38150144863	220.5	0.888463659189
MCT.f.0440	4.10331388547	240.5	0.864853865148
MCT.f.0441	3.95741551041	260.333333333	0.84747910252
MCT.f.0442	4.11686699941	223.25	0.872770012015
MCT.f.0443	4.5324953717	212.2	0.92215414571
MCT.f.0444	4.35748156786	193.0	0.902123728109
MCT.f.0445	4.27518717775	209.142857143	0.885459912197
MCT.f.0446	4.57947975756	214.2	0.914544452088
MCT.f.0447	4.76712967595	213.428571429	0.921075748032
MCT.f.0450	4.69016243129	225.0	0.927051382624
MCT.f.0451	4.56260814203	214.0	0.915090748279
MCT.f.0453	5.01580720132	219.666666667	0.936606367582
MCT.f.0454	4.73908273103	201.0	0.923819609961
MCT.f.0455	4.70387559242	219.0	0.929299464218
MCT.f.0456	4.71696409459	206.5	0.923404331505
MCT.f.0457	4.34519755294	212.111111111	0.890428769417
MCT.f.0458	4.82498259999	212.2	0.929548714091
MCT.f.0459	5.01201346696	215.5	0.934034815371
MCT.f.0460	4.61078657776	211.0	0.882238129696
MCT.f.0461	4.53440642139	200.0	0.902506187992
MCT.f.0462	4.85688060341	206.0	0.915055472285
MCT.f.0463	3.73787374047	278.0	0.760021320719
MCT.f.0464	4.7851065018	217.5	0.910605860266
MCT.f.0467	4.77518461164	215.0	0.922233629
MCT.f.0468	4.37127526507	241.0	0.893815276568
MCT.f.0470	4.5648567462	205.0	0.913024537416
MCT.f.0472	4.8551696435	229.0	0.925541148689
MCT.f.0473	4.43778944809	224.0	0.896202313139
MCT.f.0475	5.29049349516	207.0	0.952139836279
MCT.f.0476	5.30202346717	217.0	0.950585246468
MCT.f.0477	5.00687719151	207.0	0.927129514211
MCT.f.0481	4.76507955873	211.666666667	0.930121995004
MCT.f.0482	5.00052780981	222.2	0.933815776642
MCT.f.0486	5.01142180005	216.0	0.931366200376
MCT.f.0489	4.98611699771	191.0	0.945262713503
MCT.f.0492	5.38271890426	230.125	0.957149988706
MCT.f.0511	3.50104640523	201.0	0.809616781016
MCT.f.0512	3.20030853161	203.0	0.765911666113
MCT.f.0513	3.09365706451	188.0	0.676595215693
MCT.f.0514	3.48530432166	222.166666667	0.759869338784
MCT.f.0515	3.18484952501	162.0	0.723640514997
MCT.f.0516	2.96340342004	187.0	0.649832724668
MCT.f.0517	3.00951648457	193.0	0.64919341196
MCT.f.0519	3.5534269695	223.166666667	0.760195582585
MCT.f.0520	4.06156293686	226.5	0.8535310798
MCT.f.0522	3.83746606931	191.0	0.819805140553
MCT.f.0523	2.95872913743	190.0	0.644645365024
MCT.f.0524	3.1881622235	216.166666667	0.700271572552
MCT.f.0525	4.20445423947	208.666666667	0.87408202815
MCT.f.0526	2.69744935572	285.0	0.580224559035
MCT.f.0527	3.60183001332	184.0	0.755013858115
MCT.f.0528	4.7011495129	216.0	0.902860660916
MCT.f.0529	4.52431824245	208.0	0.900092037628
MCT.f.0530	4.79636219205	209.0	0.920444186833
MCT.f.0532	4.78724695304	223.333333333	0.911370669118
MCT.f.0533	5.05503509543	218.0	0.930838507064
MCT.f.0534	5.20641254937	216.0	0.930817686379
MCT.f.0535	4.74903137924	207.0	0.91481491788
MCT.f.0536	4.75318574765	207.0	0.909321585917
MCT.f.0538	4.31908540342	210.0	0.851496789084
MCT.f.0539	4.82640078047	220.6	0.927429250837
MCT.f.0540	4.99477173245	230.0	0.934792144284
MCT.f.0541	4.70681620223	212.0	0.914251206771
MCT.f.0543	4.73861847579	221.5	0.910881374443
MCT.f.0544	4.43807305206	211.0	0.906728979063
MCT.f.0545	4.67243175732	206.0	0.91210257502
MCT.f.0546	4.34408526785	208.0	0.894013962623
MCT.f.0547	4.44145920513	206.0	0.910182053335
MCT.f.0548	4.32916197643	209.428571429	0.89241793319
MCT.f.0549	4.39448778645	218.0	0.899855732555
MCT.f.0550	4.44580225608	204.0	0.901852186598
MCT.f.0551	4.47384079936	225.0	0.889265959267
MCT.f.0552	4.3891223972	213.5	0.880842812949
MCT.f.0553	4.5293459845	212.666666667	0.886715385042
MCT.f.0554	4.71486600967	211.6	0.913782939442
MCT.f.0555	4.44554133672	204.0	0.898414409349
MCT.f.0556	4.49691425974	216.333333333	0.901485569773
MCT.f.0557	4.38383946307	214.0	0.895564455225
MCT.f.0558	4.18709680589	245.0	0.885973162776
MCT.f.0559	4.44080233427	209.0	0.904627070467
MCT.f.0560	4.41703853521	228.0	0.896943653988
MCT.f.0561	4.58894357803	215.0	0.903864763915
MCT.f.0562	4.06165243851	191.0	0.904465288073
MCT.f.0564	4.30310977051	211.0	0.912297702193
MCT.f.0565	4.4119359233	211.75	0.917572829818
MCT.f.0566	4.41388943507	202.363636364	0.924428893925
MCT.f.0567	4.50565437307	204.0	0.929113564271
MCT.f.0568	4.22161214166	205.2	0.894135204063
MCT.f.0570	4.16652068585	200.75	0.906013724762
MCT.f.0573	4.49020000265	192.0	0.922251474773
MCT.f.0574	4.17354961481	192.0	0.908486919891
MCT.f.0575	4.41190198021	263.0	0.919457742516
MCT.f.0577	4.13958193667	179.0	0.894383170324
MCT.f.0578	4.30129259121	207.428571429	0.912944953083
MCT.f.0579	3.20845343102	155.0	0.694218708997
MCT.f.0580	2.7596628591	190.0	0.585795483237
MCT.f.0581	3.05148071968	220.0	0.614409229246
MCT.f.0582	2.2674594677	191.0	0.464868513792
MCT.f.0583	3.39770161324	202.0	0.754306533739
MCT.f.0585	2.69930215624	187.0	0.551351001472
MCT.f.0586	2.88300205831	207.666666667	0.614674447968
MCT.f.0587	2.73522791358	218.25	0.591347487347
MCT.f.0590	3.48457627163	216.5	0.721459803814
MCT.f.0592	3.26638356944	202.666666667	0.694491839484
MCT.f.0593	3.72494987348	219.2	0.767644781027
MCT.f.0595	4.13020114096	217.875	0.861465279692
MCT.f.0596	3.93711790082	189.0	0.831841722386
MCT.f.0597	3.97320107886	229.0	0.858615379894
MCT.f.0598	4.08095806573	213.0	0.871359500232
MCT.f.0599	3.8403858562	213.0	0.824892093313
MCT.f.0600	4.19407057732	216.0	0.866794150522
MCT.f.0601	4.19083590833	206.0	0.886619108168
MCT.f.0602	4.61231941059	220.25	0.901852224308
MCT.f.0603	4.17106254328	246.0	0.892121614325
MCT.f.0604	3.95190226371	212.090909091	0.861790880792
MCT.f.0605	4.03014326868	216.0	0.87188094018
MCT.f.0606	4.17581865599	220.857142857	0.870326677052
MCT.f.0607	4.09149810179	198.0	0.868768530462
MCT.f.0608	3.81873973626	213.928571429	0.853397916634
MCT.f.0609	4.21721393873	209.0	0.876219735853
MCT.f.0610	3.4953080437	194.0	0.787416813451
MCT.f.0611	4.39941001929	211.666666667	0.893965047795
MCT.f.0612	3.78854493736	204.0	0.852204596797
MCT.f.0613	2.67266807745	176.0	0.711257827311
MCT.f.0614	2.54000377014	180.25	0.698437834561
MCT.f.0615	2.52556183017	199.647058824	0.706643809311
MCT.f.0616	2.76317082909	145.0	0.742391778326
MCT.f.0617	3.2268683376	140.0	0.790692629868
MCT.f.0618	2.63079921255	219.769230769	0.718311774974
MCT.f.0619	2.74939969955	142.0	0.733974575382
MCT.f.0620	2.70845527621	221.333333333	0.72691264293
MCT.f.0621	2.92304134645	161.0	0.754761313611
MCT.f.0622	2.77468542211	221.076923077	0.738248269208
MCT.f.0623	2.77676797656	178.153846154	0.7299468495
MCT.f.0624	2.94169711318	214.076923077	0.730342761385
MCT.f.0625	2.81184117967	177.0	0.743724982053
MCT.f.0627	3.35623303951	214.833333333	0.757841703638
MCT.f.0628	2.68060309221	197.071428571	0.723626886026
