	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37
MCTs12	11.6744466729	11.8639996059	11.8616739162	11.5679292886	11.803739529	11.8115541844	11.7705612322	11.7571768877	11.7419999078	0.623316645026	0.0	11.546945542	11.6864646502	11.6628474548	11.3915181162	11.2945553562	11.786817835	11.4829597763	11.702574792	11.7439085577	11.7361648109	11.7237969343	11.6817485092	11.698435629	11.7619254038	11.9268738574	11.5904683275	11.5854104428	11.7497310003	11.6947310003	11.5935405241	11.6919984126	11.7845813673	11.9327431925
MCTs13	5.85462991962	7.35708153585	7.48174514893	6.97491039427	7.31431551918	7.93077956989	7.43857607688	7.06353861193	6.17360922864	11.6200716846	11.546945542	0.0	7.17254718624	6.66446644664	8.4969234345	6.99129544291	7.36001927653	6.55578652022	7.48517736911	6.14902253429	6.83304852293	6.49052109181	6.56720679706	7.72759856631	6.00988434394	8.40783016267	6.82078853047	8.46000524521	6.8595186892	6.81298003072	6.75486987689	7.43733976199	7.26768385113	8.02537257121
MCTs14	7.06263501602	7.6373340276	6.90555898521	7.6325102979	7.81516013284	7.61008098892	8.32526433942	7.47193675889	6.6686152722	11.7595907928	11.6864646502	7.17254718624	0.0	7.50027432411	8.62452973473	6.73081092736	7.88478869809	7.16909704631	6.81248655496	7.06834372756	7.0909522946	7.59981113516	7.50544635924	6.55760437346	7.29320800485	8.11407961178	7.69936473888	7.78798221303	7.47200584582	7.5990706065	7.51406649616	8.42307797326	7.59079283887	7.14386189258
MCTs15	7.79723797622	7.84866899864	8.11567087743	7.89661022177	8.21641791045	7.5883869637	8.03748751629	6.99201920192	6.89602573703	11.7359735974	11.6628474548	6.66446644664	7.50027432411	0.0	8.55711373185	8.53173186171	7.04939401503	7.40195499264	7.17886555011	7.31140748144	7.44969215748	7.31791825336	8.12866690569	8.34766553578	6.77816338335	8.00761614623	7.11636324923	8.73642207426	7.40739273927	6.42306105611	7.51004448271	8.16226818411	7.47573018171	8.67413583464
MCTs16	8.13724775506	9.31143855633	8.67457534032	9.0611038457	9.03390046355	9.05364761092	7.97965897666	8.57300651567	8.08290551716	11.4197952218	11.3915181162	8.4969234345	8.62452973473	8.55711373185	0.0	9.21429770364	8.67062456382	8.4046364251	8.18969091895	8.78444461192	9.32800387193	8.66805985823	9.23228155571	8.75802922902	8.88417015587	9.00432309443	8.59296016105	6.27969699492	8.73607020965	9.58341967333	8.26401048622	8.92687014927	9.51692320145	8.57303454883
MCTs18	6.96006229963	6.84935982835	6.31514172656	8.51536839648	6.63667027858	7.87567492844	9.00324302	6.74402100632	7.02805712449	11.3676814988	11.2945553562	6.99129544291	6.73081092736	8.53173186171	9.21429770364	0.0	7.17197042752	7.46539379475	7.13195736392	6.84996195303	6.60815492175	6.62591965412	5.90902389542	7.13509441378	6.20407300997	7.60538041194	7.7278084158	8.46758439481	6.56805620609	7.07355093677	8.06866239012	7.40338536675	6.54782423564	7.70908829451
MCTs19	7.44113567757	6.77432529898	6.66910074375	7.90779863347	7.14679752498	7.485410831	7.75536507188	6.71316526611	7.46778711485	11.8599439776	11.786817835	7.36001927653	7.88478869809	7.04939401503	8.67062456382	7.17197042752	0.0	7.39311285373	6.77070080369	5.87052991544	5.99283625431	6.44373195432	6.19520454421	7.27754598343	6.06188454763	7.33609135962	8.07319056655	8.22108355537	6.82767507003	6.67699579832	7.99512848618	7.95097540796	6.95156165233	8.13113666519
MCTs20	6.33611001691	6.89978991897	7.0280086687	7.72166335809	7.5767463399	7.97663915407	7.75310047302	7.19879945035	6.73244954306	11.5656324582	11.4829597763	6.55578652022	7.16909704631	7.40195499264	8.4046364251	7.46539379475	7.39311285373	0.0	7.30125131042	7.48927520083	6.67371959083	6.99043143015	7.00376942049	7.40610066147	6.71692542381	8.41493176672	7.42770256151	7.11238804853	6.93172860552	6.95931000682	6.265608246	8.47985799098	7.43535804239	8.43921408533
MCTs21	7.88780509936	7.72519447087	6.72523364486	8.32710280374	8.02507323197	7.09274402908	7.74168898545	6.52353440952	7.6205659834	11.7757009346	11.702574792	7.48517736911	6.81248655496	7.17886555011	8.18969091895	7.13195736392	6.77070080369	7.30125131042	0.0	7.238126124	7.25583255261	6.55709561467	8.02056595423	7.78600527199	7.20999132864	7.73170381021	7.94900727852	6.88592920642	7.5496929239	6.11056408545	7.28985507246	8.17853460605	8.11610210188	7.73278406296
MCTs22	6.47615693241	6.95070741797	6.67996664129	8.04662087129	6.68055228589	7.49093059937	8.38967524955	6.59168339547	7.01693926782	11.8170347003	11.7439085577	6.14902253429	7.06834372756	7.31140748144	8.78444461192	6.84996195303	5.87052991544	7.48927520083	7.238126124	0.0	5.46194843158	6.32613443339	5.9099320756	7.11143955939	5.40188298806	7.940143978	6.5209408481	8.2013651502	6.89223974763	6.75321090581	7.66241484936	7.17123387631	7.0239523198	7.95461840722
MCTs23	6.24847484986	6.33272330644	6.82324705618	7.68941800151	6.38828777871	7.76289561261	8.100043608	6.14152774691	6.89061932842	11.8092909535	11.7361648109	6.83304852293	7.0909522946	7.44969215748	9.32800387193	6.60815492175	5.99283625431	6.67371959083	7.25583255261	5.46194843158	0.0	6.29082565356	5.30697196096	6.65947418515	5.49048471252	7.29403799135	7.05739524298	8.69025327347	6.73399930143	5.92725069857	8.1571170405	7.70254678976	7.23372343613	8.04023506198
MCTs24	6.84458551158	6.61142330723	6.54090185676	7.3545938174	6.99045924225	7.4722542735	7.81648219516	6.01426573427	6.46941607412	11.7969230769	11.7237969343	6.49052109181	7.59981113516	7.31791825336	8.66805985823	6.62591965412	6.44373195432	6.99043143015	6.55709561467	6.32613443339	6.29082565356	0.0	6.80733661881	7.59142191142	5.65103885805	6.28923076923	6.92	7.96833020638	6.9978021978	6.70339285714	7.42499442586	6.84044894607	6.64865916692	8.02923076923
MCTs25	6.5164832193	5.9511784231	6.82676656101	8.34372044186	5.66170540057	8.57699822037	8.81742314713	7.14271967587	7.07556783159	11.7548746518	11.6817485092	6.56720679706	7.50544635924	8.12866690569	9.23228155571	5.90902389542	6.19520454421	7.00376942049	8.02056595423	5.9099320756	5.30697196096	6.80733661881	0.0	7.002889404	6.11417741148	7.62791229198	7.93470084592	9.01010355905	6.9829844807	6.75746120175	7.90064995357	8.03106692176	7.22789478899	8.06177002395
MCTs26	7.53504424378	7.39749172983	6.09397958363	7.85565213603	6.97340221967	7.5887480575	8.42375660412	7.33053613054	7.235705471	11.7715617716	11.698435629	7.72759856631	6.55760437346	8.34766553578	8.75802922902	7.13509441378	7.27754598343	7.40610066147	7.78600527199	7.11143955939	6.65947418515	7.59142191142	7.002889404	0.0	7.1990003124	7.35198135198	7.89165673037	7.56250253811	7.22691974692	7.3508991009	7.7301611432	7.30146247584	7.11178676396	7.50613421666
MCTs27	6.57967170453	6.01444533613	6.25203223131	7.70176959887	6.15610093861	6.96574312715	7.51594942462	5.9257107154	6.69578965607	11.8350515464	11.7619254038	6.00988434394	7.29320800485	6.77816338335	8.88417015587	6.20407300997	6.06188454763	6.71692542381	7.20999132864	5.40188298806	5.49048471252	5.65103885805	6.11417741148	7.1990003124	0.0	7.1879196405	6.63836761841	8.10309278351	6.68347569956	6.28760125184	7.31757059615	7.31386432843	6.14734525895	8.26740821125
MCTs28	8.15984565596	6.56606786427	6.76816976127	8.68257848071	6.61974741676	7.4672008547	8.25382046144	7.56223776224	7.37444516268	12.0	11.9268738574	8.40783016267	8.11407961178	8.00761614623	9.00432309443	7.60538041194	7.33609135962	8.41493176672	7.73170381021	7.940143978	7.29403799135	6.28923076923	7.62791229198	7.35198135198	7.1879196405	0.0	7.90376934893	8.48784061467	7.70476190476	8.41556776557	8.19933110368	7.61178939684	6.88614573832	8.2661268556
MCTs29	7.23806541094	7.45281326747	7.30889347953	8.29445712563	7.24499621707	7.706781234	8.31426909118	6.18335428013	7.44682389085	11.66359447	11.5904683275	6.82078853047	7.69936473888	7.11636324923	8.59296016105	7.7278084158	8.07319056655	7.42770256151	7.94900727852	6.5209408481	7.05739524298	6.92	7.93470084592	7.89165673037	6.63836761841	7.90376934893	0.0	8.25997527256	7.31852534562	7.59230990783	7.42810392039	6.71405611952	7.60210196536	8.44005174226
MCTs31	8.18964175772	8.82808946567	7.08507349113	8.6780639769	8.20274065214	6.98574816105	7.90572084936	8.2902122268	7.76074332172	11.6585365854	11.5854104428	8.46000524521	7.78798221303	8.73642207426	6.27969699492	8.46758439481	8.22108355537	7.11238804853	6.88592920642	8.2013651502	8.69025327347	7.96833020638	9.01010355905	7.56250253811	8.10309278351	8.48784061467	8.25997527256	0.0	8.13156794425	8.30335365854	7.15378982982	9.03140848389	8.83127900731	8.38972431078
MCTs32	7.02568654646	7.23303678358	6.29931034483	8.28815309301	7.52074626866	7.89468253968	8.17294016605	6.7367965368	6.81725490196	11.8228571429	11.7497310003	6.8595186892	7.47200584582	7.40739273927	8.73607020965	6.56805620609	6.82767507003	6.93172860552	7.5496929239	6.89223974763	6.73399930143	6.9978021978	6.9829844807	7.22691974692	6.68347569956	7.70476190476	7.31852534562	8.13156794425	0.0	6.58571428571	7.49254658385	7.44345704118	7.19335968379	8.66235588972
MCTs33	7.47460124827	6.78517964072	6.98705870279	8.21072541166	7.51139392324	7.29464285714	8.46235327798	6.41455627706	7.1287640056	11.7678571429	11.6947310003	6.81298003072	7.5990706065	6.42306105611	9.58341967333	7.07355093677	6.67699579832	6.95931000682	6.11056408545	6.75321090581	5.92725069857	6.70339285714	6.75746120175	7.3508991009	6.28760125184	8.41556776557	7.59230990783	8.30335365854	6.58571428571	0.0	7.47761387164	7.76579181495	7.51228119706	8.44345238095
MCTs34	7.25193471226	6.99349127831	6.82908545727	8.4939049167	7.76427644387	7.64477657005	7.27791815515	7.10421607378	7.25459749117	11.6666666667	11.5935405241	6.75486987689	7.51406649616	7.51004448271	8.26401048622	8.06866239012	7.99512848618	6.265608246	7.28985507246	7.66241484936	8.1571170405	7.42499442586	7.90064995357	7.7301611432	7.31757059615	8.19933110368	7.42810392039	7.15378982982	7.49254658385	7.47761387164	0.0	8.465882717	7.86627140975	8.82437070938
MCTs35	7.66535949971	7.97530206491	7.10542806888	8.01317058569	7.14184415998	8.31406929616	8.52979981315	6.94950932816	7.64057936342	11.7651245552	11.6919984126	7.43733976199	8.42307797326	8.16226818411	8.92687014927	7.40338536675	7.95097540796	8.47985799098	8.17853460605	7.17123387631	7.70254678976	6.84044894607	8.03106692176	7.30146247584	7.31386432843	7.61178939684	6.71405611952	9.03140848389	7.44345704118	7.76579181495	8.465882717	0.0	7.7800064704	7.79217394019
MCTs36	7.54766107679	6.63422167523	7.04111580573	8.74409269452	7.2531119108	7.75577788757	9.04111780874	7.50830039526	6.94571583574	11.8656126482	11.7845813673	7.26768385113	7.59079283887	7.47573018171	9.51692320145	6.54782423564	6.95156165233	7.43535804239	8.11610210188	7.0239523198	7.23372343613	6.64865916692	7.22789478899	7.11178676396	6.14734525895	6.88614573832	7.60210196536	8.83127900731	7.19335968379	7.51228119706	7.86627140975	7.7800064704	0.0	7.80013521947
MCTs37	7.84542667348	8.35140245824	7.56878402904	8.56595343499	8.02389368945	7.7202119883	8.45797735823	8.42432216906	7.42503317116	11.9692982456	11.9327431925	8.02537257121	7.14386189258	8.67413583464	8.57303454883	7.70908829451	8.13113666519	8.43921408533	7.73278406296	7.95461840722	8.04023506198	8.02923076923	8.06177002395	7.50613421666	8.26740821125	8.2661268556	8.44005174226	8.38972431078	8.66235588972	8.44345238095	8.82437070938	7.79217394019	7.80013521947	0.0
