#FoodID	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs11	MCTs12	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37	taxonomy
Date	0	2.471875	0.172941176470588	0	0	0.337647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.811176470588235	0	0	0	0.428235294117647	0	0	0	0	0	0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Date;Date
Raisins	0	0.0628711875	0.394485294117647	0	0	0.157794117647059	0	0	0.0788970588235294	0	0	0.0357877058823529	0	0	0	0	0	0.0394485294117647	0.0591728235294118	0	0	0	0	0	0	0	0	0	0	0.0788970588235294	0.0783529411764706	0	0	0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Raisins;Raisins
Blueberries raw	0.992470588235294	0	0.261176470588235	0	0	0	0.06336	0.470117647058824	0	0	0	0	0.496235294117647	0.104470588235294	0	0	0	0.339529411764706	0.104470588235294	0	0.0522352941176471	0.208941176470588	0	0	0.325694117647059	0	0	0	0.391764705882353	0	0.0261176470588235	0	0	0	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Blueberries;Blueberries_raw
Strawberries raw	0	0	0.484705882352941	0	0.127058823529412	0	0.169411764705882	0	0	0	0	0	0.0423529411764706	0	0	0	0	0.0894117647058824	0.123529411764706	0	0.268235294117647	0.134117647058824	0	0	0.178823529411765	0	0	0.0447058823529412	0.0670588235294118	0	0.0564705882352941	0	0.0141176470588235	0.0670588235294118	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Strawberries;Strawberries_raw
Apple raw	0	0	1.58258823529412	0	0	0	2.98764705882353	1.02776470588235	0	0	0	0	0.0787058823529412	0	4.27623529411765	0	0.0882352941176471	0.266823529411765	0.510176470588235	0	0.0642352941176471	0.420705882352941	0	0.128470588235294	0	0.273	0.0441176470588235	2.11341176470588	0.513882352941176	0.617647058823529	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Apple_or_applesauce;Apple_raw
Avocado raw	0	0.32034375	1.98339705882353	0	0	4.35697058823529	0.792176470588235	0.157647058823529	0.15075	0	0	0.396088235294118	1.58435294117647	0	3.96088235294118	0.524176470588235	1.46513235294118	0.679852941176471	3.45591911764706	0	0	0	0	0.594132352941177	0.566544117647059	0	0	3.31255882352941	0	0	0.0788235294117647	0.396088235294118	0	0.396088235294118	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Avocado;Avocado_raw
Banana raw	0.208	0.62725	0.607176470588235	0.876571428571429	1.39482352941176	2.46541176470588	0	0.360941176470588	1.44376470588235	0	0	0.180470588235294	0.308941176470588	0	1.23729411764706	0.180470588235294	0.463411764705882	0.541411764705882	1.32752941176471	0.451176470588235	1.10194117647059	0.758588235294118	0.406058823529412	1.85976470588235	0	0.57525	0	1.31835294117647	0.334941176470588	0.662235294117647	0	0	0	1.62423529411765	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Banana;Banana_raw
Guacamole	0.848051470588235	0	0	0	0.113073529411765	0	2.280286	0	0	0	0	0	0	0	0	0.471109529411765	0	0	0	0.113073529411765	2.14839705882353	0	0	0.753793352941176	0	0	0	0.602998470588235	0	0	0	0	0.226147058823529	0	L1_Fruits;L2_Other_fruits;L3_Mixtures_of_fruits_and_nonfruit_items;L4_Mixtures_of_fruits_and_nonfruit_items;L5_Guacamole_or_chutney;Guacamole
Granola bar NFS	0.134058823529412	0	0	0	0	0	0	0.268117647058824	0	0	0	0	0.268117647058824	0.268117647058824	0	0.268117647058824	0	0	0	0.134058823529412	0	0	0	0	0	0	1.47464705882353	0	0	0.402176470588235	0	0.402176470588235	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_NFS
Cookie chocolate chip	0	0	0	0	0.0864705882352941	0	0	0.117647058823529	0	0	0	0.0352941176470588	0	0	0	0	0	0	0	0	0.142351764705882	0	0.158823529411765	0.423529411764706	0	0	0	0	0	0.0529411764705882	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip
Cookie chocolate chip made from home recipe or purchased at a bakery	0.0952941176470588	0	0.317647058823529	0	0	0	0	0	0	0	0	0	0	0.206470588235294	0	0	0.436764705882353	0	0.214411764705882	0.0714705882352941	0.317647058823529	0.0476470588235294	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery
Cookie NFS	0	0	0	0	0	0	0	0.211764705882353	0	0	0	0.0352941176470588	0.141176470588235	0	0	0	0	0	0.152941176470588	0	0	0.0705882352941176	0	0	0.0882352941176471	0.1125	0.0588235294117647	0	0	0	0.0352941176470588	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_NS;Cookie_NFS
Salty snacks corn or cornmeal base tortilla chips	0.352058823529412	0.057	0.321882352941177	0	0.214588235294118	0	0.583411764705882	0	0	0	0	0.239735294117647	0	0	0	0.214588235294118	0.264882352941176	0.187764705882353	0	0.321882352941177	1.54905882352941	0	1.60941176470588	0.818117647058824	0.321882352941177	0	0	0	0	0.0536470588235294	0	0	0.207882352941176	0.107294117647059	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Salty_snacks_corn_or_cornmeal_base_tortilla_chips
Quinoa cooked fat not added in cooking	0.152352941176471	0.0809375	0	0	0	0	0	0.190441176470588	0	0	0	0	0	0.152352941176471	0	0	0	0	0	0.0761764705882353	0	0	0	0.0761764705882353	0	0.12140625	0	0.304705882352941	0	0	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Quinoa;Quinoa_cooked_fat_not_added_in_cooking
Rice brown cooked fat not added in cooking	0	0	0	0	0	1.18720588235294	0.929117647058823	0	0.412941176470588	0	0	0	0	0	0.309705882352941	0.206470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_brown_cooked_fat_not_added_in_cooking
Rice white cooked fat not added in cooking	0	0	0	0	0.0743529411764706	0.167294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0371764705882353	0	0.111529411764706	0.120823529411765	0.05925	0	0	0.0743529411764706	0.0464705882352941	0	0.0371764705882353	0.474	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_white_cooked_fat_not_added_in_cooking
Tortilla corn	0	0.55125	0.233470588235294	0	0	0	0	0	0	0	0	0.103764705882353	0	0	0.333529411764706	0	0	0.400235294117647	0	0	0.233470588235294	0	0	0	0.474352941176471	0	0	0	0	0	0	0	0.200117647058824	0	L1_Grain_Product;L2_Quick_breads;L3_Cornbread_corn_muffins_tortillas;L4_Tortillas;L5_Tortillas_and_tacos;Tortilla_corn
Bread NS as to major flour	0	0	0.0682941176470588	0	0	0	0	0.273176470588235	0	0	0	0.0444705882352941	0	0	0	0.136588235294118	0.0889411764705882	0	0.222352941176471	0	0	0	0.0190588235294118	0	0.0762352941176471	0	0.0111176470588235	0	0	0	0.131823529411765	0	0	0.317647058823529	L1_Grain_Product;L2_Yeast;L3_Breadrolls_NFS;L4_;L5_;Bread_NS_as_to_major_flour
Bread multigrain	0	0.666	0	0	0	0	0	0.313411764705882	0	0	0	0	0.940235294117647	0	0	0	0	0.522352941176471	0	1.56705882352941	0.626823529411765	0	0	0	0	0	4.38776470588235	0	0.313411764705882	0	0	0	0	0.626823529411765	L1_Grain_Product;L2_Yeast;L3_Multigrain_breads_rolls;L4_Bread_multigrain;L5_;Bread_multigrain
Bread whole wheat NS as to 100 	0	0.825444	0	0.308571428571429	0.254117647058824	1.01647058823529	0	0	0.457411764705882	0	0	0.938823529411765	0.254117647058824	0	0	1.27058823529412	0.254117647058824	0	0	0	0	0	0.889411764705882	0	0	0	0	0	0	0.381176470588235	0	0.508235294117647	0	1.19294117647059	L1_Grain_Product;L2_Yeast;L3_Wheat_cracked_wheat_breads_rolls;L4_Wheat_cracked_wheat_breads_rolls;L5_Whole_grain_wheat_or_whole_grain_white;Bread_whole_wheat_NS_as_to_100_
Bagel	0	0	0	0	0	0	0	0	0.225176470588235	0	0	0	0.135882352941176	0	0	0.543529411764706	0	0	0	0.577176470588235	0.271764705882353	0	0.271764705882353	0	0.593352941176471	0	0	0	0	0.305411764705882	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Bagels_bread_sticks_English_muffins;L5_Bagel;Bagel
Croutons	0	0.03125	0	0	0.0738823529411765	0	0.00370588235294118	0	0.0296470588235294	0	0	0.0111176470588235	0.0259411764705882	0	0	0	0.0588235294117647	0	0	0.0370588235294118	0	0	0.0296470588235294	0	0	0	0.0148235294117647	0	0.235294117647059	0	0	0	0	0.0884705882352941	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Bagels_bread_sticks_English_muffins;L5_Croutons;Croutons
Roll white soft	0.192705882352941	0.47775	0	0	0	0.0345882352941176	0.128470588235294	0	0	0	0	0.0642352941176471	0.0345882352941176	0	0	0.0259411764705882	0.0321176470588235	0	0	0	0	0	0.0642352941176471	0	0.306352941176471	0	0	0	0.0531176470588235	0	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Rolls;L5_Roll_white;Roll_white_soft
Ground beef less than 80 lean cooked formerly regular 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_less_than_80_lean_cooked_formerly_regular_
Chicken or turkey loaf prepackaged or deli luncheon meat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Luncheon_meats;L5_;Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat
Pork bacon NS as to fresh smoked or cured cooked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked
Pork bacon smoked or cured cooked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_smoked_or_cured_cooked
Chicken breast roasted broiled or baked skin not eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_roasted_broiled_or_baked_skin_not_eaten
Chicken NS as to part and cooking method skin not eaten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten
Cheese NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_NS_as_to_type;L4_;L5_;Cheese_NFS
Cheese cream	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cream_cheeses;L4_;L5_;Cheese_cream
Cheese Brie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Camembert_or_Brie;Cheese_Brie
Cheese Cheddar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Cheddar
Cheese Feta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Feta
Cheese Mozzarella part skim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_part_skim
Cheese Parmesan dry grated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_dry_grated
Cheese Parmesan hard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_hard
Cheese Swiss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Swiss;Cheese_Swiss
Cheese American	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_American
Cream half and half	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_Cream_half_and_half;L5_;Cream_half_and_half
Ice cream regular flavors other than chocolate	0	0.0525	0	0	0	0	0	0.0494117647058823	0	0	0	0	0	0	0	0.0304705882352941	0.0304705882352941	0.121882352941176	0.00761764705882353	0.137117647058824	0.127441176470588	0	0.0494117647058823	0.0494117647058823	0.181176470588235	0	0.0609411764705882	0	0	0.0457058823529412	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_Ice_cream;L5_;Ice_cream_regular_flavors_other_than_chocolate
Milk almond ready to drink	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282310588235294	0	0	0.35136	0	0	0	0.0576	0	0.455122352941176	0.0432	0	0	0.7848	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_Milk_almond;L5_;Milk_almond_ready_to_drink
Milk NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_NFS
Milk cows fluid 1 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_1_fat
Milk cows fluid 2 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_2_fat
Milk cows fluid whole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_whole
Yogurt fruit variety whole milk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Yogurt;L4_Yogurt_fruit_variety;L5_;Yogurt_fruit_variety_whole_milk
Beer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Beers_and_ales;L4_;L5_;Beer
Wine table red	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Wines;L4_;L5_;Wine_table_red
Wine table white	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Alcoholic_beverages;L3_Wines;L4_;L5_;Wine_table_white
Coffee made from ground regular	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Coffee;L4_Coffee;L5_Coffee_from_ground;Coffee_made_from_ground_regular
Carbonated water unsweetened	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Carbonated_water_unsweetened
Soft drink cola type sugar free	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Sugars_Sweets_and_Beverages;L2_Nonalcoholic_beverages;L3_Soft_drinks_carbonated;L4_Carbonated_soft_drinks;L5_;Soft_drink_cola_type_sugar_free
