	PD_whole_tree	shannon	chao1	simpson	observed_otus
MCT.f.0595	63.0	3.10720254405	12.0	0.866828280676	12.0
MCT.f.0164	85.0	3.52973514394	17.0	0.89439816059	17.0
MCT.f.0165	88.0	3.20643305112	17.0	0.845832	17.0
MCT.f.0166	67.0	3.44659871125	13.0	0.898215535444	13.0
MCT.f.0167	73.0	3.50388054596	14.0	0.899617513021	14.0
MCT.f.0168	74.0	3.38507224937	15.0	0.877057869118	15.0
MCT.f.0169	106.0	3.88622381429	26.0	0.917945636095	24.0
MCT.f.0170	87.0	3.28976561489	23.0	0.877202789575	18.0
MCT.f.0335	91.0	3.22706688806	18.0	0.847618696239	18.0
MCT.f.0453	110.0	3.83895573994	26.0	0.903770845543	23.0
MCT.f.0454	93.0	3.80219330226	18.0	0.913432861719	18.0
MCT.f.0456	56.0	3.05871256421	13.0	0.858349366229	13.0
MCT.f.0457	72.0	2.89159850514	14.0	0.798626038781	14.0
MCT.f.0458	79.0	3.23367243815	18.0	0.845454367219	18.0
MCT.f.0459	74.0	3.30598867824	16.0	0.865276138003	16.0
MCT.f.0472	61.0	3.36479688286	11.0	0.89834721849	11.0
MCT.f.0473	54.0	3.00047429725	10.0	0.839056920815	10.0
MCT.f.0476	78.0	3.76635155765	17.0	0.908957017627	17.0
MCT.f.0250	74.0	2.58016234674	15.0	0.75161588181	15.0
MCT.f.0251	57.0	2.70141658191	11.0	0.795011766521	11.0
MCT.f.0252	77.0	3.28980613286	16.0	0.876828478306	15.0
MCT.f.0254	51.0	2.957453591	10.0	0.851431788328	10.0
MCT.f.0470	52.0	2.98649770203	10.0	0.844185746652	10.0
MCT.f.0471	68.0	3.57582305905	13.0	0.908641865433	13.0
MCT.f.0542	108.0	4.14287169571	22.0	0.934121801866	22.0
MCT.f.0543	60.0	3.24743443111	12.0	0.87706788838	12.0
MCT.f.0011	85.0	3.39011009599	16.0	0.866692157332	16.0
MCT.f.0012	105.0	3.90191389367	23.5	0.917847055576	22.0
MCT.f.0013	104.0	3.09067404716	20.0	0.794093464774	20.0
MCT.f.0014	113.0	3.56582117452	24.75	0.868029987505	24.0
MCT.f.0015	92.0	3.7578625615	19.0	0.909960852545	19.0
MCT.f.0016	100.0	3.98234770151	20.0	0.92752303805	20.0
MCT.f.0017	106.0	3.84394239167	25.0	0.918637037037	22.0
MCT.f.0216	57.0	2.89705626191	12.0	0.844439193447	11.0
MCT.f.0217	88.0	3.20522017613	20.0	0.862097593904	17.0
MCT.f.0219	49.0	2.98093897845	11.0	0.832799602077	11.0
MCT.f.0220	34.0	2.51716395915	6.0	0.817315689981	6.0
MCT.f.0266	84.0	3.62065456065	18.0	0.89247579337	18.0
MCT.f.0267	80.0	3.47651736251	17.5	0.888113965595	17.0
MCT.f.0268	79.0	3.7040417797	17.0	0.910399344923	17.0
MCT.f.0270	80.0	3.82244820437	18.0	0.914910820452	18.0
MCT.f.0271	81.0	3.64618119231	17.0	0.899542857143	17.0
MCT.f.0272	95.0	3.85456769323	21.0	0.917382827392	20.0
MCT.f.0147	81.0	3.49206047527	15.0	0.899197513628	15.0
MCT.f.0148	98.0	3.28256637175	18.75	0.867614684358	18.0
MCT.f.0149	59.0	2.52565362544	12.0	0.755126277936	12.0
MCT.f.0150	69.0	3.22470513134	13.0	0.87590065612	13.0
MCT.f.0152	69.0	3.04673474837	13.0	0.840926489701	13.0
MCT.f.0153	90.0	3.5872284797	18.0	0.890172839506	18.0
MCT.f.0606	85.0	3.3860397968	17.0	0.87501595046	17.0
MCT.f.0607	55.0	2.11201231911	10.0	0.630868055556	10.0
MCT.f.0609	59.0	2.99982264168	12.0	0.843726473837	12.0
MCT.f.0610	57.0	2.86106745423	11.0	0.818925147899	11.0
MCT.f.0114	114.0	3.32960411062	29.0	0.824151613168	23.0
MCT.f.0116	99.0	3.44930803361	19.0	0.878310194198	19.0
MCT.f.0117	94.0	3.64286214295	19.0	0.902573618817	18.0
MCT.f.0118	87.0	3.63458471824	18.0	0.898035714286	18.0
MCT.f.0319	64.0	3.21831757089	12.0	0.880103973367	12.0
MCT.f.0385	84.0	3.37322749259	16.0	0.87860668879	16.0
MCT.f.0386	119.0	3.89631763762	23.5	0.912874923485	23.0
MCT.f.0388	119.0	4.03828307238	28.0	0.926	25.0
MCT.f.0389	87.0	3.32113437552	16.0	0.850552104724	16.0
MCT.f.0390	87.0	3.03608713698	19.5	0.80255925178	19.0
MCT.f.0436	66.0	2.92775939862	12.0	0.845124644253	12.0
MCT.f.0438	58.0	2.565684096	10.0	0.782717214238	10.0
MCT.f.0439	76.0	3.08934487933	15.0	0.835931860347	15.0
MCT.f.0440	63.0	2.83694701048	12.0	0.792252335662	12.0
MCT.f.0557	103.0	3.52627140798	21.0	0.847539073583	21.0
MCT.f.0558	113.0	3.80437172399	23.0	0.903916860913	23.0
MCT.f.0561	74.0	2.87769554951	15.0	0.801398337113	15.0
MCT.f.0623	63.0	2.98243166587	13.0	0.827336702969	13.0
MCT.f.0626	70.0	2.92302167737	14.0	0.83687232906	13.0
MCT.f.0627	63.0	3.0701744671	12.0	0.851804095307	12.0
MCT.f.0302	72.0	2.95422712096	14.0	0.837137623819	14.0
MCT.f.0336	121.0	4.01983205851	26.0	0.924561380948	25.0
MCT.f.0340	83.0	3.21853178607	17.0	0.859363237634	16.0
MCT.f.0303	47.0	2.48420769404	10.0	0.72698121183	10.0
MCT.f.0318	56.0	2.83728243054	10.0	0.821159305272	10.0
MCT.f.0300	81.0	3.63421315258	16.0	0.908683090772	16.0
MCT.f.0301	70.0	3.30759296341	15.0	0.881256366003	15.0
MCT.f.0151	101.0	3.73299726826	21.0	0.913048714713	20.0
MCT.f.0374	92.0	3.65730449893	19.0	0.902631187751	19.0
MCT.f.0628	44.0	2.60316318859	9.0	0.803010988222	9.0
MCT.f.0098	44.0	2.51419218595	8.0	0.784956055042	8.0
MCT.f.0232	102.0	3.67812011889	27.0	0.899442534429	22.0
MCT.f.0351	127.0	4.33891387411	32.0	0.931480181381	32.0
MCT.f.0356	95.0	3.46310189333	23.1666666667	0.841516034985	23.0
MCT.f.0357	77.0	3.38186297676	20.0	0.865671119203	17.0
MCT.f.0541	116.0	3.76209858684	26.75	0.886430213695	26.0
MCT.f.0113	117.0	4.07976005799	25.5	0.925808323424	25.0
MCT.f.0119	101.0	3.93203693149	23.0	0.914792392774	23.0
MCT.f.0334	72.0	2.80059388121	14.0	0.786185100054	14.0
MCT.f.0337	91.0	3.18206629166	17.3333333333	0.836629478458	17.0
MCT.f.0338	109.0	3.48670767638	22.0	0.866549225264	22.0
MCT.f.0339	79.0	2.98357489869	19.0	0.813105358542	16.0
MCT.f.0521	98.0	3.74345378303	22.0	0.903888767137	22.0
MCT.f.0522	78.0	3.45915894286	15.5	0.894324285092	15.0
MCT.f.0525	78.0	3.43801277482	14.0	0.89832030141	14.0
MCT.f.0526	74.0	3.32578068215	14.0	0.872539610684	14.0
MCT.f.0527	119.0	3.97262082609	27.25	0.911758222222	27.0
MCT.f.0555	61.0	2.95344653349	13.0	0.847421009992	12.0
MCT.f.0577	65.0	3.18703656119	12.0	0.86985188068	12.0
MCT.f.0578	65.0	2.89200929867	13.0	0.814408173491	12.0
MCT.f.0612	141.0	4.02642513667	31.5	0.916105411544	30.0
MCT.f.0066	140.0	4.47364422689	35.0	0.944543718246	34.0
MCT.f.0608	48.0	2.37983355485	9.0	0.726111111111	9.0
MCT.f.0611	72.0	3.12447584509	15.0	0.860186444948	14.0
MCT.f.0063	48.0	2.80927855717	9.0	0.840408163265	9.0
MCT.f.0322	86.0	3.28184096987	19.0	0.855175619835	19.0
MCT.f.0323	74.0	3.51324240468	15.0	0.897539642912	15.0
MCT.f.0353	63.0	2.72478482652	13.3333333333	0.792859149215	13.0
MCT.f.0370	83.0	3.4238083884	17.0	0.881310649023	17.0
MCT.f.0387	55.0	2.30678616641	10.0	0.697132943755	10.0
MCT.f.0047	38.0	2.09418213936	7.0	0.687785561986	7.0
MCT.f.0371	97.0	3.39128411671	19.0	0.870585598098	19.0
MCT.f.0437	56.0	1.61695024873	10.0	0.473231501686	10.0
MCT.f.0048	48.0	2.61655734266	9.0	0.784217254644	9.0
MCT.f.0304	43.0	2.4543070563	9.0	0.774948224852	9.0
MCT.f.0321	91.0	3.77922618947	21.0	0.896574248802	21.0
MCT.f.0369	77.0	3.448918912	17.0	0.885117673885	17.0
MCT.f.0424	57.0	3.00888435915	11.0	0.855479794629	11.0
MCT.f.0422	40.0	2.15862864485	8.0	0.704794589316	8.0
MCT.f.0255	54.0	3.20284231266	11.0	0.882185930258	11.0
MCT.f.0097	51.0	2.23977329367	9.0	0.742809738023	9.0
MCT.f.0538	80.0	3.41956302223	17.0	0.882130394858	16.0
MCT.f.0233	116.0	4.21855039147	29.3333333333	0.933207746712	29.0
MCT.f.0355	120.0	4.20642964699	29.5	0.931632405755	29.0
MCT.f.0423	34.0	1.5111589313	6.0	0.531759241859	6.0
MCT.f.0524	57.0	3.07239701917	11.0	0.863904	11.0
MCT.f.0421	77.0	2.6320930043	19.3333333333	0.789805970402	16.0
MCT.f.0046	96.0	3.95913208633	22.0	0.925834133986	22.0
MCT.f.0051	101.0	3.58144668594	23.5	0.870315581854	23.0
MCT.f.0096	61.0	3.0585605408	11.0	0.867512988923	11.0
MCT.f.0101	66.0	2.96380643164	12.0	0.842455899005	12.0
MCT.f.0102	77.0	3.35539696826	15.0	0.88120608358	15.0
MCT.f.0234	70.0	3.12236730391	14.0	0.856287550212	14.0
MCT.f.0249	66.0	3.27061571828	13.0	0.878631941686	13.0
MCT.f.0253	54.0	3.22862777665	11.0	0.881594226423	11.0
MCT.f.0306	51.0	2.01692225502	9.0	0.654957530818	9.0
MCT.f.0391	52.0	2.67591367674	11.0	0.799385683427	11.0
MCT.f.0539	75.0	3.45117953961	15.0	0.891891891892	15.0
MCT.f.0540	59.0	2.24163125012	13.0	0.674034771713	12.0
MCT.f.0373	75.0	3.42373993383	16.0	0.892700444444	15.0
MCT.f.0556	56.0	2.49259064715	10.0	0.771410443417	10.0
MCT.f.0064	73.0	2.85199692121	17.6	0.809917259399	17.0
MCT.f.0068	110.0	3.50009802531	23.0	0.840653570014	23.0
MCT.f.0236	85.0	3.22231964759	18.3333333333	0.862357962576	18.0
MCT.f.0317	88.0	3.60070175719	19.3333333333	0.896966984016	19.0
MCT.f.0067	94.0	3.44681742042	19.25	0.880373940701	19.0
MCT.f.0419	56.0	2.540355012	10.0	0.773113243631	10.0
MCT.f.0560	35.0	2.13145707309	7.0	0.729474189886	7.0
MCT.f.0455	65.0	3.17675488442	12.0	0.862067136007	12.0
MCT.f.0544	88.0	3.73265119206	16.0	0.917077249246	16.0
MCT.f.0420	51.0	2.46443781657	9.0	0.764450855963	9.0
MCT.f.0221	95.0	3.63251708027	21.5	0.899329024315	20.0
MCT.f.0049	96.0	3.64360024693	22.0	0.888506068108	22.0
MCT.f.0238	98.0	3.66416456878	22.0	0.897525480086	21.0
MCT.f.0441	55.0	2.61694028728	10.0	0.782947178234	10.0
MCT.f.0442	77.0	3.36594769493	15.0	0.874701166153	15.0
MCT.f.0475	46.0	2.64708566596	8.0	0.796897506925	8.0
MCT.f.0218	50.0	2.7358925244	9.0	0.818265537611	9.0
MCT.f.0237	110.0	3.87669183527	22.0	0.909040320623	22.0
MCT.f.0045	109.0	3.78561788297	25.5	0.902947024999	25.0
MCT.f.0368	91.0	3.691945096	22.0	0.900547301281	22.0
MCT.f.0320	52.0	2.97916490452	10.0	0.856852886779	10.0
MCT.f.0354	71.0	3.01970134958	13.0	0.840136443763	13.0
MCT.f.0372	77.0	3.26897069683	16.0	0.872443330808	15.0
MCT.f.0629	70.0	3.22581228263	15.0	0.872886614911	15.0
MCT.f.0062	52.0	2.73284833106	9.0	0.817796370626	9.0
MCT.f.0305	37.0	2.2641029805	8.0	0.722036359046	8.0
MCT.f.0215	35.0	1.95027563064	7.0	0.655797101449	7.0
MCT.f.0352	64.0	2.81915983285	12.0	0.79097782904	12.0
MCT.f.0235	49.0	2.38505715576	9.0	0.7669390242	9.0
MCT.f.0115	73.0	3.3893470596	14.0	0.889607900993	14.0
MCT.f.0425	34.0	2.36866918719	7.0	0.773260284506	7.0
MCT.f.0559	19.0	1.75607131157	4.0	0.672257574361	4.0
MCT.f.0181	13.0	1.38078302092	4.0	0.558196607109	4.0
MCT.f.0185	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0186	7.0	0.650022421648	2.0	0.277777777778	2.0
MCT.f.0201	6.0	-0.0	1.0	0.0	1.0
MCT.f.0202	10.0	0.160328725899	2.0	0.0457763671875	2.0
MCT.f.0182	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0187	7.0	0.900485433478	2.0	0.432622977087	2.0
MCT.f.0198	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0203	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0204	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0183	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0184	7.0	0.721928094887	2.0	0.32	2.0
MCT.f.0199	10.0	0.219656893907	2.0	0.067853034373	2.0
MCT.f.0200	10.0	0.0900891804408	2.0	0.0225861051825	2.0
