#FoodID	MCTs01	MCTs03	MCTs04	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37	taxonomy
Cheese cream light or lite formerly called Cream Cheese Lowfat 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cream_cheeses;L4_;L5_;Cheese_cream_light_or_lite_formerly_called_Cream_Cheese_Lowfat_
Cheese Blue or Roquefort	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Blue_or_Roquefort
Cheese Brie	0	0	0	0	0	7	0	0	1	0	0	0	0	0	26	2	0	0	0	0	0	10	0	0	3	0	0	15	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Brie
Cheese Cheddar	12	64	3	19	1	52	1	5	31	4	26	22	8	6	9	0	0	19	0	13	0	15	0	4	0	16	16	0	0	3	2	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Cheddar
Cheese Cheddar reduced sodium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Cheddar_reduced_sodium
Cheese Colby	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Colby
Cheese Colby Jack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	5	7	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Colby_Jack
Cheese Feta	1	3	9	5	4	0	0	0	0	3	0	0	0	4	2	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Feta
Cheese goat	0	0	5	0	1	3	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	22	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_goat
Cheese Gouda or Edam	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Gouda_or_Edam
Cheese Gruyere	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Gruyere
Cheese Monterey	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Monterey
Cheese Mozzarella NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Mozzarella_NFS
Cheese Mozzarella part skim	0	3	0	0	0	0	8	4	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Mozzarella_part_skim
Cheese Mozzarella whole milk	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Mozzarella_whole_milk
Cheese Parmesan dry grated	0	0	1	0	0	0	0	4	4	0	0	1	0	2	0	0	0	0	0	14	0	1	0	3	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Parmesan_dry_grated
Cheese Parmesan hard	1	0	0	0	0	1	0	1	0	0	1	0	0	2	2	6	3	1	0	0	0	2	0	1	0	0	5	5	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Parmesan_hard
Cheese Provolone	0	2	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	11	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Provolone
Cheese Swiss	0	10	0	0	0	0	0	0	0	6	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	8	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Swiss
Cheese Swiss reduced fat	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Cheese_Swiss_reduced_fat
Queso Fresco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_;L5_;Queso_Fresco
Cheese American	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	3	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_;L5_;Cheese_American
Cheese American reduced fat	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_;L5_;Cheese_American_reduced_fat
Cheese processed with vegetables	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_;L5_;Cheese_processed_with_vegetables
Cheese spread American or Cheddar cheese base	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_;L5_;Cheese_spread_American_or_Cheddar_cheese_base
Cheese spread cream cheese regular	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_;L5_;Cheese_spread_cream_cheese_regular
Cream substitute fat free flavored liquid	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_fat_free_flavored_liquid
Cream substitute fat free powder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_fat_free_powder
Cream substitute flavored liquid	0	0	4	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_flavored_liquid
Cream substitute light flavored liquid	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_light_flavored_liquid
Cream substitute light liquid	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_light_liquid
Cream substitute liquid	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Cream_substitutes;L4_;L5_;Cream_substitute_liquid
Dip sour cream base	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	8	0	2	0	3	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Dip_sour_cream_base
Sour cream	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Sour_cream
Sour cream fat free	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Sour_cream_fat_free
Sour cream light	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Sour_cream_light
Sour cream reduced fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Sour_cream_reduced_fat
Spinach and artichoke dip	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	3	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Spinach_and_artichoke_dip
Spinach dip	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sour_cream;L4_;L5_;Spinach_dip
Cream half and half	0	0	0	0	2	0	0	0	0	0	0	11	0	0	25	0	0	0	14	0	0	0	0	0	16	0	20	45	0	26	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_half_and_half
Cream half and half fat free	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_half_and_half_fat_free
Cream half and half low fat	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_half_and_half_low_fat
Cream heavy fluid	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_heavy_fluid
Cream heavy whipped sweetened	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_heavy_whipped_sweetened
Cream heavy whipped unsweetened	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_heavy_whipped_unsweetened
Cream light fluid	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_light_fluid
Cream light whipped unsweetened	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_light_whipped_unsweetened
Cream NS as to light heavy or half and half	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_NS_as_to_light_heavy_or_half_and_half
Cream whipped pressurized container	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_whipped_pressurized_container
Cream whipped pressurized container light	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_;L5_;Cream_whipped_pressurized_container_light
Ice cream regular chocolate	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_regular_chocolate
Ice cream regular flavors other than chocolate	0	6	0	0	0	0	6	0	0	0	0	0	4	3	13	2	24	19	0	8	6	30	0	12	0	0	8	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_regular_flavors_other_than_chocolate
Ice cream rich chocolate	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_rich_chocolate
Ice cream rich flavors other than chocolate	0	0	0	19	0	26	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0	0	6	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_rich_flavors_other_than_chocolate
Ice cream soft serve flavors other than chocolate	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_soft_serve_flavors_other_than_chocolate
Ice cream sundae cone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Ice_cream_sundae_cone
Light ice cream flavors other than chocolate formerly ice milk 	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Light_ice_cream_flavors_other_than_chocolate_formerly_ice_milk_
Light ice cream soft serve blended with candy or cookies	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_;L5_;Light_ice_cream_soft_serve_blended_with_candy_or_cookies
Custard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Custard
Pudding chocolate NS as to from dry mix or ready to eat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Pudding_chocolate_NS_as_to_from_dry_mix_or_ready_to_eat
Pudding flavors other than chocolate NS as to from dry mix or ready to eat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Pudding_flavors_other_than_chocolate_NS_as_to_from_dry_mix_or_ready_to_eat
Pudding flavors other than chocolate prepared from dry mix milk added	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Pudding_flavors_other_than_chocolate_prepared_from_dry_mix_milk_added
Pudding NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Pudding_NFS
Pudding tapioca made from dry mix made with milk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Pudding_tapioca_made_from_dry_mix_made_with_milk
Tiramisu	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_;L5_;Tiramisu
Cocoa and sugar mixture milk added NS as to type of milk	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_and_sugar_mixture_milk_added_NS_as_to_type_of_milk
Cocoa and sugar mixture reduced fat milk added	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_and_sugar_mixture_reduced_fat_milk_added
Cocoa and sugar mixture whole milk added	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_and_sugar_mixture_whole_milk_added
Cocoa sugar and dry milk mixture water added	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_sugar_and_dry_milk_mixture_water_added
Cocoa with nonfat dry milk and low calorie sweetener mixture water added	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Cocoa_with_nonfat_dry_milk_and_low_calorie_sweetener_mixture_water_added
Fruit smoothie drink made with fruit or fruit juice and dairy products	0	0	0	319	0	0	59	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	33	0	0	0	9	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_drink_made_with_fruit_or_fruit_juice_and_dairy_products
Fruit smoothie drink NFS	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Fruit_smoothie_drink_NFS
Milk chocolate NFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	12	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_chocolate_NFS
Milk shake made with skim milk chocolate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_made_with_skim_milk_chocolate
Milk shake with malt	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Flavored_milk_and_milk_drinks_fluid;L4_;L5_;Milk_shake_with_malt
Milk almond ready to drink	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	74	0	0	0	12	0	127	10	0	0	176	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Milk_almond_ready_to_drink
Milk almond ready to drink chocolate	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Milk_almond_ready_to_drink_chocolate
Milk soy ready to drink not babys	0	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_;L5_;Milk_soy_ready_to_drink_not_babys
Buttermilk fluid 1 fat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_fluid_1_fat
Buttermilk fluid whole	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Buttermilk_fluid_whole
Milk cows fluid 1 fat	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	5	233	40	0	76	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_cows_fluid_1_fat
Milk cows fluid 2 fat	0	0	0	0	0	28	0	296	0	0	50	2	0	0	19	0	73	0	0	8	0	114	78	0	0	0	0	7	0	0	7	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_cows_fluid_2_fat
Milk cows fluid lactose reduced 2 fat	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_cows_fluid_lactose_reduced_2_fat
