	PD_whole_tree	shannon	chao1	simpson	observed_otus
MCT.f.0125	106.0	4.12016165214	23.0	0.935605389639	23.0
MCT.f.0128	117.0	4.20962191048	25.0	0.937700957934	25.0
MCT.f.0129	89.0	3.77583662028	17.0	0.919144598338	17.0
MCT.f.0130	97.0	4.03832737469	23.0	0.927919166274	23.0
MCT.f.0131	100.0	3.92021974876	19.0	0.926003305785	19.0
MCT.f.0132	109.0	3.85624498791	23.25	0.918395226171	23.0
MCT.f.0133	101.0	3.89591005677	22.0	0.916051127464	22.0
MCT.f.0134	89.0	3.77392478588	18.0	0.917662727956	18.0
MCT.f.0135	85.0	3.61123255147	16.0	0.90089349168	16.0
MCT.f.0136	80.0	3.5548361057	15.0	0.896632962089	15.0
MCT.f.0392	49.0	1.71471149298	9.0	0.507580889339	9.0
MCT.f.0393	74.0	3.24346502532	15.0	0.85911273351	15.0
MCT.f.0394	72.0	3.25086239138	15.0	0.853501365259	15.0
MCT.f.0396	56.0	2.8518183962	12.0	0.831240121321	11.0
MCT.f.0398	81.0	3.60096064808	17.0	0.899467400758	17.0
MCT.f.0399	85.0	3.53174625835	17.0	0.899084764543	16.0
MCT.f.0400	41.0	1.48951611735	8.0	0.440473531383	8.0
MCT.f.0401	61.0	3.23533120666	12.0	0.880735447677	12.0
MCT.f.0402	58.0	2.65832466801	10.0	0.777252418705	10.0
MCT.f.0403	54.0	2.53152927643	10.0	0.773497151695	10.0
MCT.f.0404	30.0	1.01278501665	5.0	0.329314119531	5.0
MCT.f.0405	92.0	3.56642423695	19.5	0.89525069287	18.0
MCT.f.0406	90.0	3.79267804026	18.0	0.915841266171	18.0
MCT.f.0407	86.0	3.34301918976	18.3333333333	0.863986493616	18.0
MCT.f.0408	69.0	3.31438662026	14.0	0.871382982538	14.0
MCT.f.0477	105.0	3.80344856685	21.5	0.914543182765	21.0
MCT.f.0478	77.0	3.65738355371	15.0	0.912674250921	15.0
MCT.f.0479	74.0	3.35053025369	15.0	0.873257291169	15.0
MCT.f.0480	71.0	3.02412906341	13.0	0.82448442888	13.0
MCT.f.0481	67.0	3.34387192604	14.0	0.87946938285	14.0
MCT.f.0485	72.0	3.74921112624	15.0	0.920555009197	15.0
MCT.f.0486	73.0	3.00089885418	14.0	0.796799540554	14.0
MCT.f.0487	80.0	3.45011600377	16.0	0.891085600907	16.0
MCT.f.0488	49.0	2.87884556847	10.0	0.814383352258	10.0
MCT.f.0489	75.0	2.82748746753	14.0	0.771323641477	14.0
MCT.f.0490	50.0	2.9653964101	9.0	0.858208804183	9.0
MCT.f.0491	72.0	3.48447884636	14.0	0.898570049443	14.0
MCT.f.0492	80.0	3.5200124455	15.0	0.90110224805	15.0
MCT.f.0493	50.0	2.82913679373	10.0	0.816107368809	10.0
MCT.f.0523	96.0	3.98329686884	21.0	0.926581373135	21.0
MCT.f.0569	71.0	3.24461892202	15.0	0.869303385417	15.0
MCT.f.0571	86.0	3.30983408168	16.0	0.864529136316	16.0
MCT.f.0572	65.0	3.16501685469	13.0	0.872427293735	13.0
MCT.f.0573	103.0	3.55343445465	22.0	0.879717257049	22.0
MCT.f.0574	89.0	3.81716655957	19.0	0.916186556927	19.0
MCT.f.0575	88.0	3.67991820292	18.0	0.907856937662	18.0
MCT.f.0576	92.0	3.63489896935	18.0	0.899741453605	18.0
MCT.f.0579	33.0	2.23227969891	6.0	0.75637755102	6.0
MCT.f.0580	61.0	2.90091953918	11.0	0.845247813411	11.0
MCT.f.0581	66.0	3.19605467747	13.0	0.85445069323	13.0
MCT.f.0582	57.0	3.19184535674	10.0	0.882305525978	10.0
MCT.f.0583	47.0	2.7817086524	8.0	0.83890990463	8.0
MCT.f.0584	63.0	3.07386238171	12.5	0.866986360056	12.0
MCT.f.0585	49.0	2.74053641185	9.0	0.826962142198	9.0
MCT.f.0586	43.0	2.80958549378	9.0	0.836025082368	9.0
MCT.f.0587	53.0	2.84469915285	10.0	0.842470716097	10.0
MCT.f.0588	64.0	3.21742593427	12.0	0.87671201607	12.0
MCT.f.0589	63.0	3.22497359132	11.0	0.878700657895	11.0
MCT.f.0590	35.0	1.82351357593	6.0	0.628046117565	6.0
MCT.f.0591	47.0	2.48579842389	8.0	0.786999087703	8.0
MCT.f.0592	46.0	2.79074511288	8.0	0.837574988227	8.0
MCT.f.0593	76.0	3.27973656555	14.0	0.863487557519	14.0
MCT.f.0594	53.0	2.97506460946	10.0	0.857355220965	10.0
MCT.f.0595	63.0	3.10720254405	12.0	0.866828280676	12.0
MCT.f.0127	79.0	3.80211546493	18.0	0.919414963477	18.0
MCT.f.0154	66.0	3.03596781722	13.0	0.861303007759	13.0
MCT.f.0155	86.0	3.54002470786	18.0	0.892002770526	18.0
MCT.f.0156	83.0	3.14173974211	16.0	0.849365950293	16.0
MCT.f.0158	60.0	2.92256934592	12.0	0.828710231576	12.0
MCT.f.0160	54.0	2.82002378621	10.0	0.818725235223	10.0
MCT.f.0164	85.0	3.52973514394	17.0	0.89439816059	17.0
MCT.f.0165	88.0	3.20643305112	17.0	0.845832	17.0
MCT.f.0166	67.0	3.44659871125	13.0	0.898215535444	13.0
MCT.f.0167	73.0	3.50388054596	14.0	0.899617513021	14.0
MCT.f.0168	74.0	3.38507224937	15.0	0.877057869118	15.0
MCT.f.0169	106.0	3.88622381429	26.0	0.917945636095	24.0
MCT.f.0170	87.0	3.28976561489	23.0	0.877202789575	18.0
MCT.f.0240	63.0	3.13546190982	13.5	0.871368700541	13.0
MCT.f.0241	65.0	3.36491796716	14.0	0.877150752115	14.0
MCT.f.0242	65.0	3.32061996342	14.0	0.870371820642	14.0
MCT.f.0324	89.0	3.55198278084	17.5	0.894120597199	17.0
MCT.f.0332	96.0	3.16398748289	20.5	0.796968723061	20.0
MCT.f.0335	91.0	3.22706688806	18.0	0.847618696239	18.0
MCT.f.0358	82.0	3.62328273086	16.0	0.899880953059	16.0
MCT.f.0360	89.0	3.77362146538	17.0	0.91606000384	17.0
MCT.f.0361	94.0	3.66856512122	19.5	0.897619452061	19.0
MCT.f.0363	62.0	3.12204726339	12.0	0.869152831955	12.0
MCT.f.0365	83.0	3.65652250726	17.0	0.912078413901	16.0
MCT.f.0366	70.0	3.08861217783	13.0	0.856307619157	13.0
MCT.f.0417	49.0	2.41284644621	10.0	0.713400982358	10.0
MCT.f.0443	95.0	3.72677849616	19.0	0.907233930756	19.0
MCT.f.0444	131.0	4.09726716924	40.0	0.921782704851	30.0
MCT.f.0445	76.0	2.41792844583	21.0	0.69051883083	15.0
MCT.f.0446	107.0	3.60589287694	24.0	0.872298370577	24.0
MCT.f.0447	129.0	3.94439417598	27.25	0.913731622204	27.0
MCT.f.0448	105.0	3.84327491959	22.0	0.913870375457	22.0
MCT.f.0450	99.0	3.81676169258	21.5	0.910649208663	21.0
MCT.f.0451	90.0	3.6413963743	19.0	0.907425670246	18.0
MCT.f.0452	83.0	2.99632498338	17.0	0.809792859001	16.0
MCT.f.0453	110.0	3.83895573994	26.0	0.903770845543	23.0
MCT.f.0454	93.0	3.80219330226	18.0	0.913432861719	18.0
MCT.f.0456	56.0	3.05871256421	13.0	0.858349366229	13.0
MCT.f.0457	72.0	2.89159850514	14.0	0.798626038781	14.0
MCT.f.0458	79.0	3.23367243815	18.0	0.845454367219	18.0
MCT.f.0459	74.0	3.30598867824	16.0	0.865276138003	16.0
MCT.f.0472	61.0	3.36479688286	11.0	0.89834721849	11.0
MCT.f.0473	54.0	3.00047429725	10.0	0.839056920815	10.0
MCT.f.0476	78.0	3.76635155765	17.0	0.908957017627	17.0
MCT.f.0616	55.0	2.2075938353	10.0	0.704507412272	10.0
MCT.f.0617	78.0	3.12533615991	18.0	0.867382115156	15.0
MCT.f.0069	44.0	2.57303754398	8.0	0.809336540751	8.0
MCT.f.0239	57.0	3.13869307201	12.0	0.865460356405	12.0
MCT.f.0245	79.0	3.36929031119	16.0	0.878022704155	16.0
MCT.f.0248	71.0	3.21468437561	15.0	0.863580464564	15.0
MCT.f.0250	74.0	2.58016234674	15.0	0.75161588181	15.0
MCT.f.0251	57.0	2.70141658191	11.0	0.795011766521	11.0
MCT.f.0252	77.0	3.28980613286	16.0	0.876828478306	15.0
MCT.f.0254	51.0	2.957453591	10.0	0.851431788328	10.0
MCT.f.0460	97.0	3.6040691175	19.0	0.882198585822	19.0
MCT.f.0461	66.0	3.31252938101	13.0	0.874341510723	13.0
MCT.f.0463	52.0	2.89694729122	9.0	0.844203954214	9.0
MCT.f.0465	35.0	2.33040985109	6.0	0.782438901487	6.0
MCT.f.0467	47.0	2.52675545788	8.0	0.779535160021	8.0
MCT.f.0468	46.0	2.52573467688	8.0	0.762078951379	8.0
MCT.f.0469	52.0	2.81163482373	9.0	0.810279667423	9.0
MCT.f.0470	52.0	2.98649770203	10.0	0.844185746652	10.0
MCT.f.0471	68.0	3.57582305905	13.0	0.908641865433	13.0
MCT.f.0533	50.0	2.93574974051	9.0	0.848460827058	9.0
MCT.f.0534	96.0	3.49179447836	18.5	0.894194566389	18.0
MCT.f.0542	108.0	4.14287169571	22.0	0.934121801866	22.0
MCT.f.0543	60.0	3.24743443111	12.0	0.87706788838	12.0
MCT.f.0001	97.0	3.80823631949	18.0	0.918374881853	18.0
MCT.f.0002	105.0	3.86550920948	21.5	0.917845846956	21.0
MCT.f.0003	108.0	3.81914178815	23.0	0.914975023913	22.0
MCT.f.0004	124.0	4.24603013487	31.0	0.935689090451	29.0
MCT.f.0005	134.0	4.02308958377	29.0	0.922409490536	27.0
MCT.f.0007	118.0	3.9593734	28.5	0.919587551796	27.0
MCT.f.0008	99.0	3.84971933947	21.5	0.914654118264	21.0
MCT.f.0009	97.0	3.51598926943	19.0	0.883953168044	19.0
MCT.f.0010	86.0	3.66802390991	17.0	0.903907555556	17.0
MCT.f.0011	85.0	3.39011009599	16.0	0.866692157332	16.0
MCT.f.0012	105.0	3.90191389367	23.5	0.917847055576	22.0
MCT.f.0013	104.0	3.09067404716	20.0	0.794093464774	20.0
MCT.f.0014	113.0	3.56582117452	24.75	0.868029987505	24.0
MCT.f.0015	92.0	3.7578625615	19.0	0.909960852545	19.0
MCT.f.0016	100.0	3.98234770151	20.0	0.92752303805	20.0
MCT.f.0017	106.0	3.84394239167	25.0	0.918637037037	22.0
MCT.f.0205	93.0	3.50873903498	20.5	0.888745994265	20.0
MCT.f.0207	78.0	3.07014811027	15.3333333333	0.852043036272	15.0
MCT.f.0208	56.0	3.15745440012	11.0	0.875796931322	11.0
MCT.f.0211	83.0	3.50760273852	16.0	0.899482231247	16.0
MCT.f.0214	58.0	3.11084134885	11.0	0.869244497323	11.0
MCT.f.0216	57.0	2.89705626191	12.0	0.844439193447	11.0
MCT.f.0217	88.0	3.20522017613	20.0	0.862097593904	17.0
MCT.f.0219	49.0	2.98093897845	11.0	0.832799602077	11.0
MCT.f.0220	34.0	2.51716395915	6.0	0.817315689981	6.0
MCT.f.0256	106.0	3.96285860959	21.3333333333	0.925366181875	21.0
MCT.f.0257	81.0	3.30449522544	16.0	0.85854058831	16.0
MCT.f.0258	92.0	3.85623269091	18.0	0.923814130941	18.0
MCT.f.0259	91.0	3.43493401262	18.0	0.858269896194	18.0
MCT.f.0261	92.0	3.73198309164	19.0	0.909567474048	19.0
MCT.f.0264	89.0	3.76328536096	17.0	0.914078177901	17.0
MCT.f.0265	81.0	3.51154449727	16.0	0.887520360353	16.0
MCT.f.0266	84.0	3.62065456065	18.0	0.89247579337	18.0
MCT.f.0267	80.0	3.47651736251	17.5	0.888113965595	17.0
MCT.f.0268	79.0	3.7040417797	17.0	0.910399344923	17.0
MCT.f.0270	80.0	3.82244820437	18.0	0.914910820452	18.0
MCT.f.0271	81.0	3.64618119231	17.0	0.899542857143	17.0
MCT.f.0272	95.0	3.85456769323	21.0	0.917382827392	20.0
MCT.f.0614	82.0	3.53519831213	18.0	0.892382803462	17.0
MCT.f.0138	82.0	3.5246252236	15.0	0.90048	15.0
MCT.f.0139	107.0	3.80545134778	23.5	0.907402092029	22.0
MCT.f.0140	79.0	3.15947682533	15.0	0.850913261773	15.0
MCT.f.0142	91.0	3.72371941609	20.0	0.909038763434	19.0
MCT.f.0143	97.0	3.58007931447	20.0	0.886514975066	19.0
MCT.f.0146	95.0	3.31473524828	20.0	0.843435151127	19.0
MCT.f.0147	81.0	3.49206047527	15.0	0.899197513628	15.0
MCT.f.0148	98.0	3.28256637175	18.75	0.867614684358	18.0
MCT.f.0149	59.0	2.52565362544	12.0	0.755126277936	12.0
MCT.f.0150	69.0	3.22470513134	13.0	0.87590065612	13.0
MCT.f.0152	69.0	3.04673474837	13.0	0.840926489701	13.0
MCT.f.0153	90.0	3.5872284797	18.0	0.890172839506	18.0
MCT.f.0006	118.0	3.82888654097	24.0	0.89131841716	24.0
MCT.f.0605	58.0	2.8495472635	12.0	0.831222965826	12.0
MCT.f.0606	85.0	3.3860397968	17.0	0.87501595046	17.0
MCT.f.0607	55.0	2.11201231911	10.0	0.630868055556	10.0
MCT.f.0609	59.0	2.99982264168	12.0	0.843726473837	12.0
MCT.f.0610	57.0	2.86106745423	11.0	0.818925147899	11.0
MCT.f.0602	69.0	3.21866494001	13.0	0.871228373702	13.0
MCT.f.0108	115.0	3.75200769721	23.0	0.896108617827	23.0
MCT.f.0109	90.0	3.72250188536	20.0	0.903945447664	20.0
MCT.f.0110	87.0	3.81895017602	19.0	0.920669742066	19.0
MCT.f.0114	114.0	3.32960411062	29.0	0.824151613168	23.0
MCT.f.0116	99.0	3.44930803361	19.0	0.878310194198	19.0
MCT.f.0117	94.0	3.64286214295	19.0	0.902573618817	18.0
MCT.f.0118	87.0	3.63458471824	18.0	0.898035714286	18.0
MCT.f.0319	64.0	3.21831757089	12.0	0.880103973367	12.0
MCT.f.0375	83.0	3.50422422649	17.0	0.881471142221	17.0
MCT.f.0376	91.0	3.4613718605	20.0	0.871668054977	20.0
MCT.f.0377	91.0	3.40316330627	18.0	0.875078481328	18.0
MCT.f.0379	110.0	3.79752071433	22.0	0.906855190343	22.0
MCT.f.0380	119.0	3.8846024111	23.0	0.915006280947	23.0
MCT.f.0384	100.0	3.24541217556	20.5	0.843639053254	20.0
MCT.f.0385	84.0	3.37322749259	16.0	0.87860668879	16.0
MCT.f.0386	119.0	3.89631763762	23.5	0.912874923485	23.0
MCT.f.0388	119.0	4.03828307238	28.0	0.926	25.0
MCT.f.0389	87.0	3.32113437552	16.0	0.850552104724	16.0
MCT.f.0390	87.0	3.03608713698	19.5	0.80255925178	19.0
MCT.f.0431	93.0	3.04837477996	18.0	0.819422532181	18.0
MCT.f.0434	109.0	3.30135266376	21.3333333333	0.822299671186	21.0
MCT.f.0436	66.0	2.92775939862	12.0	0.845124644253	12.0
MCT.f.0438	58.0	2.565684096	10.0	0.782717214238	10.0
MCT.f.0439	76.0	3.08934487933	15.0	0.835931860347	15.0
MCT.f.0440	63.0	2.83694701048	12.0	0.792252335662	12.0
MCT.f.0520	67.0	3.16434708035	13.0	0.863873386089	13.0
MCT.f.0547	92.0	2.88660639534	18.0	0.802959746974	17.0
MCT.f.0550	92.0	3.76758888276	19.0	0.917122583146	18.0
MCT.f.0551	96.0	3.72823463695	20.0	0.896990949506	20.0
MCT.f.0553	77.0	3.57150200806	16.0	0.90263315993	16.0
MCT.f.0557	103.0	3.52627140798	21.0	0.847539073583	21.0
MCT.f.0558	113.0	3.80437172399	23.0	0.903916860913	23.0
MCT.f.0561	74.0	2.87769554951	15.0	0.801398337113	15.0
MCT.f.0613	51.0	2.73222926061	10.0	0.79577815027	10.0
MCT.f.0615	55.0	2.75589405344	10.0	0.820887736841	10.0
MCT.f.0618	55.0	3.00032174621	10.0	0.868015677166	10.0
MCT.f.0620	73.0	3.41685554588	15.0	0.882326031883	15.0
MCT.f.0623	63.0	2.98243166587	13.0	0.827336702969	13.0
MCT.f.0626	70.0	2.92302167737	14.0	0.83687232906	13.0
MCT.f.0627	63.0	3.0701744671	12.0	0.851804095307	12.0
MCT.f.0302	72.0	2.95422712096	14.0	0.837137623819	14.0
MCT.f.0126	101.0	3.68513009784	24.5	0.89725436955	23.0
MCT.f.0243	71.0	3.30173934518	14.0	0.884792340857	14.0
MCT.f.0041	100.0	3.67237448231	22.0	0.889526530409	22.0
MCT.f.0263	96.0	3.73539636469	20.0	0.905659928656	19.0
MCT.f.0330	90.0	3.19475286165	20.5	0.852849226476	19.0
MCT.f.0336	121.0	4.01983205851	26.0	0.924561380948	25.0
MCT.f.0340	83.0	3.21853178607	17.0	0.859363237634	16.0
MCT.f.0411	55.0	2.86277540942	10.0	0.832178113842	10.0
MCT.f.0412	60.0	3.06263817235	12.0	0.858647154027	12.0
MCT.f.0413	51.0	2.49049771678	9.0	0.745171658145	9.0
MCT.f.0056	105.0	4.00011491258	24.0	0.922214540466	24.0
MCT.f.0060	103.0	3.3130710509	21.5	0.848273048907	21.0
MCT.f.0303	47.0	2.48420769404	10.0	0.72698121183	10.0
MCT.f.0318	56.0	2.83728243054	10.0	0.821159305272	10.0
MCT.f.0300	81.0	3.63421315258	16.0	0.908683090772	16.0
MCT.f.0301	70.0	3.30759296341	15.0	0.881256366003	15.0
MCT.f.0378	99.0	3.65653337546	19.0	0.900877371027	19.0
MCT.f.0409	61.0	2.86534003565	11.0	0.832993503122	11.0
MCT.f.0410	81.0	3.49263132597	16.0	0.890596349193	16.0
MCT.f.0418	67.0	3.56108865567	14.0	0.907270431782	14.0
MCT.f.0141	64.0	2.88740411604	13.5	0.825742121028	13.0
MCT.f.0151	101.0	3.73299726826	21.0	0.913048714713	20.0
MCT.f.0374	92.0	3.65730449893	19.0	0.902631187751	19.0
MCT.f.0483	68.0	2.9563028914	15.5	0.834972993827	14.0
MCT.f.0053	103.0	3.51776941238	22.0	0.860540358556	22.0
MCT.f.0144	85.0	3.21348414403	16.0	0.839489734317	16.0
MCT.f.0628	44.0	2.60316318859	9.0	0.803010988222	9.0
MCT.f.0331	100.0	3.85240862386	21.0	0.91132236809	21.0
MCT.f.0604	64.0	2.9180232678	14.0	0.824033546059	14.0
MCT.f.0212	57.0	2.7419043984	11.0	0.807907934631	11.0
MCT.f.0262	68.0	3.26602438651	15.0	0.864763138546	15.0
MCT.f.0087	29.0	2.02815740149	5.0	0.712333714055	5.0
MCT.f.0091	46.0	2.04857485721	8.0	0.667359661717	8.0
MCT.f.0092	29.0	1.92177617038	5.0	0.677463096829	5.0
MCT.f.0093	68.0	3.04206536079	14.0	0.852309123961	14.0
MCT.f.0094	32.0	1.80590767046	6.0	0.617521426738	6.0
MCT.f.0098	44.0	2.51419218595	8.0	0.784956055042	8.0
MCT.f.0137	79.0	2.62703539536	16.0	0.735161093899	16.0
MCT.f.0145	77.0	3.22989744601	14.0	0.872615859102	14.0
MCT.f.0367	39.0	2.38317216905	7.0	0.779511804722	7.0
MCT.f.0232	102.0	3.67812011889	27.0	0.899442534429	22.0
MCT.f.0343	42.0	2.24608305204	8.0	0.743148148148	8.0
MCT.f.0348	65.0	2.87953711137	13.5	0.830736385393	13.0
MCT.f.0351	127.0	4.33891387411	32.0	0.931480181381	32.0
MCT.f.0356	95.0	3.46310189333	23.1666666667	0.841516034985	23.0
MCT.f.0357	77.0	3.38186297676	20.0	0.865671119203	17.0
MCT.f.0597	59.0	2.63511914226	12.5	0.773373812335	12.0
MCT.f.0541	116.0	3.76209858684	26.75	0.886430213695	26.0
MCT.f.0113	117.0	4.07976005799	25.5	0.925808323424	25.0
MCT.f.0119	101.0	3.93203693149	23.0	0.914792392774	23.0
MCT.f.0325	91.0	3.18246833588	28.0	0.856381843234	18.0
MCT.f.0326	94.0	3.41337090811	20.5	0.873013608138	20.0
MCT.f.0327	64.0	2.82922995992	15.0	0.818282526815	12.0
MCT.f.0328	117.0	4.05581825952	25.5	0.924952779423	25.0
MCT.f.0329	105.0	3.56961333507	21.3333333333	0.883722429403	21.0
MCT.f.0333	88.0	3.30229549654	17.0	0.871124330756	17.0
MCT.f.0334	72.0	2.80059388121	14.0	0.786185100054	14.0
MCT.f.0337	91.0	3.18206629166	17.3333333333	0.836629478458	17.0
MCT.f.0338	109.0	3.48670767638	22.0	0.866549225264	22.0
MCT.f.0339	79.0	2.98357489869	19.0	0.813105358542	16.0
MCT.f.0395	63.0	2.77784907439	12.0	0.795057721184	12.0
MCT.f.0511	64.0	3.04090712964	12.0	0.846553692687	12.0
MCT.f.0513	157.0	4.545133112	34.3333333333	0.942968206742	34.0
MCT.f.0514	94.0	3.56744875284	20.5	0.894617174515	19.0
MCT.f.0516	80.0	3.29728453003	20.0	0.856212946643	17.0
MCT.f.0517	99.0	3.89136433515	21.0	0.916581446311	21.0
MCT.f.0518	77.0	3.33710109201	15.0	0.877064162852	15.0
MCT.f.0519	88.0	3.48068031739	17.0	0.890224142587	17.0
MCT.f.0521	98.0	3.74345378303	22.0	0.903888767137	22.0
MCT.f.0522	78.0	3.45915894286	15.5	0.894324285092	15.0
MCT.f.0525	78.0	3.43801277482	14.0	0.89832030141	14.0
MCT.f.0526	74.0	3.32578068215	14.0	0.872539610684	14.0
MCT.f.0527	119.0	3.97262082609	27.25	0.911758222222	27.0
MCT.f.0545	73.0	3.52388851084	14.0	0.901833437845	14.0
MCT.f.0549	82.0	3.49985885262	17.0	0.876727318931	17.0
MCT.f.0555	61.0	2.95344653349	13.0	0.847421009992	12.0
MCT.f.0565	53.0	2.97918694715	10.0	0.848455434492	10.0
MCT.f.0567	87.0	3.37897280937	17.3333333333	0.881304114448	17.0
MCT.f.0568	103.0	3.57024607979	21.5	0.872663759345	21.0
MCT.f.0570	58.0	2.85379570997	12.0	0.822930759929	12.0
MCT.f.0577	65.0	3.18703656119	12.0	0.86985188068	12.0
MCT.f.0578	65.0	2.89200929867	13.0	0.814408173491	12.0
MCT.f.0599	78.0	3.53405512895	17.5	0.892480335043	17.0
MCT.f.0600	56.0	2.81238837229	11.0	0.829225089313	11.0
MCT.f.0601	55.0	2.74828117452	11.0	0.800893008809	11.0
MCT.f.0603	65.0	3.10310781682	13.0	0.861392028554	13.0
MCT.f.0612	141.0	4.02642513667	31.5	0.916105411544	30.0
MCT.f.0055	108.0	4.07650018787	26.5	0.929604390242	25.0
MCT.f.0066	140.0	4.47364422689	35.0	0.944543718246	34.0
MCT.f.0596	61.0	2.83659503567	13.0	0.826029951635	13.0
MCT.f.0052	62.0	2.86578768464	13.0	0.82222107438	13.0
MCT.f.0057	82.0	3.43310793579	17.0	0.8868313551	16.0
MCT.f.0608	48.0	2.37983355485	9.0	0.726111111111	9.0
MCT.f.0611	72.0	3.12447584509	15.0	0.860186444948	14.0
MCT.f.0063	48.0	2.80927855717	9.0	0.840408163265	9.0
MCT.f.0061	73.0	3.06735767464	15.0	0.842373098756	14.0
MCT.f.0059	48.0	2.68963044755	9.0	0.82650887574	9.0
MCT.f.0322	86.0	3.28184096987	19.0	0.855175619835	19.0
MCT.f.0323	74.0	3.51324240468	15.0	0.897539642912	15.0
MCT.f.0383	92.0	2.53655240708	18.0	0.666300052026	18.0
MCT.f.0075	41.0	2.62461959595	7.0	0.821337024221	7.0
MCT.f.0353	63.0	2.72478482652	13.3333333333	0.792859149215	13.0
MCT.f.0370	83.0	3.4238083884	17.0	0.881310649023	17.0
MCT.f.0387	55.0	2.30678616641	10.0	0.697132943755	10.0
MCT.f.0415	58.0	2.95125341366	11.0	0.849815764385	11.0
MCT.f.0047	38.0	2.09418213936	7.0	0.687785561986	7.0
MCT.f.0371	97.0	3.39128411671	19.0	0.870585598098	19.0
MCT.f.0437	56.0	1.61695024873	10.0	0.473231501686	10.0
MCT.f.0048	48.0	2.61655734266	9.0	0.784217254644	9.0
MCT.f.0304	43.0	2.4543070563	9.0	0.774948224852	9.0
MCT.f.0321	91.0	3.77922618947	21.0	0.896574248802	21.0
MCT.f.0349	81.0	3.39777939132	17.0	0.874943981614	17.0
MCT.f.0364	74.0	3.09205419996	14.5	0.845791397096	14.0
MCT.f.0369	77.0	3.448918912	17.0	0.885117673885	17.0
MCT.f.0424	57.0	3.00888435915	11.0	0.855479794629	11.0
MCT.f.0426	91.0	3.49935580572	20.5	0.889703329347	19.0
MCT.f.0206	64.0	2.98567334795	13.5	0.848435338583	13.0
MCT.f.0422	40.0	2.15862864485	8.0	0.704794589316	8.0
MCT.f.0244	65.0	3.23621990176	13.0	0.869323621228	13.0
MCT.f.0255	54.0	3.20284231266	11.0	0.882185930258	11.0
MCT.f.0097	51.0	2.23977329367	9.0	0.742809738023	9.0
MCT.f.0538	80.0	3.41956302223	17.0	0.882130394858	16.0
MCT.f.0359	87.0	3.35140611673	19.3333333333	0.870942015388	19.0
MCT.f.0054	101.0	3.26545455884	22.0	0.808557982782	22.0
MCT.f.0112	106.0	3.90861044806	21.0	0.921447010177	21.0
MCT.f.0159	58.0	2.98623039703	11.0	0.86101930306	11.0
MCT.f.0210	65.0	2.40617342482	12.0	0.745066568225	12.0
MCT.f.0213	87.0	3.67639151226	18.0	0.904585919768	18.0
MCT.f.0227	81.0	3.36475875929	17.0	0.879055890031	17.0
MCT.f.0233	116.0	4.21855039147	29.3333333333	0.933207746712	29.0
MCT.f.0296	95.0	3.58447709562	21.0	0.900921071399	18.0
MCT.f.0313	94.0	3.45818363634	19.25	0.885041345661	19.0
MCT.f.0350	54.0	3.03932878695	11.0	0.861454046639	11.0
MCT.f.0355	120.0	4.20642964699	29.5	0.931632405755	29.0
MCT.f.0423	34.0	1.5111589313	6.0	0.531759241859	6.0
MCT.f.0524	57.0	3.07239701917	11.0	0.863904	11.0
MCT.f.0416	56.0	2.137175181	10.0	0.689013878744	10.0
MCT.f.0421	77.0	2.6320930043	19.3333333333	0.789805970402	16.0
MCT.f.0035	86.0	3.85590458527	25.0	0.916966038439	22.0
