#FoodID	MCTs01	MCTs03	MCTs04	MCTs05	MCTs06	MCTs07	MCTs08	MCTs09	MCTs10	MCTs13	MCTs14	MCTs15	MCTs16	MCTs18	MCTs19	MCTs20	MCTs21	MCTs22	MCTs23	MCTs24	MCTs25	MCTs26	MCTs27	MCTs28	MCTs29	MCTs31	MCTs32	MCTs33	MCTs34	MCTs35	MCTs36	MCTs37	taxonomy
Olive oil	0.264679411764706	0.84375	0	6.4287	0	8.20585588235294	0.529438235294118	0	1.72061470588235	0	0	2.38235294117647	0	0	1.19117647058824	2.91179117647059	1.58831470588235	0	0	0	0	0	2.51473235294118	0	0	0	0	0	1.58823529411765	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Oils;L3_Vegetable_oils;L4_Vegetable_oils;L5_Olive_oil;Olive_oil
Caesar dressing	0	0	0	0	3.40867058823529	0	0	0	1.13622352941176	0.378760117647059	0	0	0	0	0	0	0	0	2.08309541176471	0	1.70433529411765	0	0	0	0	0	0	0	0	0	0	0	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;L5_;Caesar_dressing
Italian dressing made with vinegar and oil	0.527481117647059	0.1120763125	4.11427058823529	0	0.421997529411765	0	7.27909411764706	0.105483588235294	0	0.527481117647059	1.58241176470588	0	0	0	2.84834117647059	0	0.843963470588235	1.24870588235294	0.316482352941176	0	0	0	0	0	0	2.40699876470588	0	0	0	0	0	2.21322352941176	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;L5_;Italian_dressing_made_with_vinegar_and_oil
Mayonnaise regular	2.37815294117647	0.67576875	0	0	5.72415882352941	1.27203529411765	0	0.636017647058824	1.27203529411765	0.912547058823529	8.26822941176471	0	1.06005058823529	2.54407058823529	1.27203529411765	0	0.318008823529412	1.59004411764706	0	0.636017647058824	1.27203529411765	3.18008823529412	4.46136235294118	0	0	0.636017647058824	0	0	0	0	0.636017647058824	1.90805294117647	L1_Fats_Oils_and_Salad_Dressings;L2_Salad_dressings;L3_Regular_salad_dressings;L4_;L5_Sesame_oil;Mayonnaise_regular
Lemon juice freshly squeezed	0.206951470588235	0.3664765625	0.275935294117647	0	0	0	0	0	0	0.0689838235294118	0.0689838235294118	0.607057647058824	0	0	0.0689838235294118	1.46845070588235	0.413902941176471	0	0	0	0	0	0.137967647058824	0	0	0.0689838235294118	0	0	0.137967647058824	0	0.137967647058824	0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruit_juices;L4_Grapefruit_lemon_lime_juice;L5_;Lemon_juice_freshly_squeezed
Orange juice canned bottled or in a carton	0	0	0	9.08475428571429	0	0	29.4586517647059	2.24446870588235	0	0	0	0	0	0	0	0	0	0.935195294117647	1.87039058823529	0	0	0	1.42032782352941	0	2.61854682352941	0	0	0	1.54307223529412	5.61117176470588	2.22108882352941	0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruit_juices;L4_Orange_tangerine_or_juice_blend;L5_;Orange_juice_canned_bottled_or_in_a_carton
Orange raw	0	0	0.53	0	0	5.58058823529412	0	0.748235294117647	2.04205882352941	0	0	3.06308823529412	9.9375	0	2.74352941176471	5.14411764705882	0.526102941176471	0.255257352941177	3.12933823529412	2.04205882352941	0	0	0	0	0	4.43485294117647	0.06625	0	0	0	0	0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruits;L4_Citrus_fruits;L5_Orange;Orange_raw
Tangerine raw	4.64091764705882	0	0	0	2.30301176470588	16.0164	1.32597647058824	4.08915441176471	0	0	0.662988235294118	0	0.767670588235294	0	27.4267764705882	0	1.43065882352941	10.0495058823529	0.662988235294118	0	0	0	1.04682352941176	0	0	0.767670588235294	2.65195294117647	0	0	1.53534117647059	0	0	L1_Fruits;L2_Citrus_fruits_juices;L3_Citrus_fruits;L4_Citrus_fruits;L5_Tangelo_or_tangerine;Tangerine_raw
Date	0	24.55498825	1.71795441176471	0	0	3.35410147058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05802423529412	0	0	0	4.25398235294118	0	0	0	0	0	0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Date;Date
Raisins	0	1.43702925	9.01665435294118	0	0	3.60666170588235	0	0	1.80333082352941	0.817990823529412	0	0	0	0	0	0.901665411764706	1.35249817647059	0	0	0	0	0	0	0	0	0	0	1.80333088235294	1.79089411764706	0	0	0	L1_Fruits;L2_Dried_fruits;L3_Dried_fruits;L4_Dried_fruits;L5_Raisins;Raisins
Blueberries raw	6.52962941176471	0	1.71832352941176	0	0	0	0.416856	3.09298235294118	0	0	3.26481470588235	0.687329411764706	0	0	0	2.23382058823529	0.687329411764706	0	0.343664705882353	1.37465882352941	0	0	2.14279588235294	0	0	0	2.57748529411765	0	0.171832352941176	0	0	0	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Blueberries;Blueberries_raw
Strawberries raw	0	0	2.19329411764706	0	0.574941176470588	0	0.766588235294118	0	0	0	0.191647058823529	0	0	0	0	0.404588235294118	0.558970588235294	0	1.21376470588235	0.606882352941176	0	0	0.809176470588235	0	0	0.202294117647059	0.303441176470588	0	0.255529411764706	0	0.0638823529411765	0.303441176470588	L1_Fruits;L2_Other_fruits;L3_Berries;L4_Berries;L5_Strawberries;Strawberries_raw
Apple raw	0	0	9.52190588235294	0	0	0	17.9756764705882	6.18371764705882	0	0	0.473547058823529	0	25.7286823529412	0	0.530882352941176	1.60538823529412	3.06956176470588	0	0.386482352941176	2.53124705882353	0	0.772964705882353	0	1.64255	0.265441176470588	12.7156941176471	3.09185882352941	3.71617647058824	0	0	0	0	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Apple_or_applesauce;Apple_raw
Avocado raw	0	1.279940625	7.92470735294118	0	0	17.4083735294118	3.16515882352941	0.629882352941176	0.602325	1.58257941176471	6.33031764705882	0	15.8257941176471	2.09435882352941	5.85396911764706	2.71636764705882	13.8082021764706	0	0	0	0	2.37386911764706	2.26363970588235	0	0	13.2354029411765	0	0	0.314941176470588	1.58257941176471	0	1.58257941176471	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Avocado;Avocado_raw
Banana raw	2.0072	6.0529625	5.85925294117647	8.45891428571429	13.4600470588235	23.7912235294118	0	3.48308235294118	13.9323294117647	1.74154117647059	2.98128235294118	0	11.9398882352941	1.74154117647059	4.47192352941176	5.22462352941177	12.8106588235294	4.35385294117647	10.6337323529412	7.32037647058824	3.91846764705882	17.9467294117647	0	5.5511625	0	12.7221058823529	3.23218235294118	6.39057058823529	0	0	0	15.6738705882353	L1_Fruits;L2_Other_fruits;L3_Fruits_excluding_berries;L4_Fruits_excluding_berries;L5_Banana;Banana_raw
Guacamole	3.42689888235294	0	0	0	0.456919823529412	0	9.21442852941176	0	0	0	0	0	0	1.90371088235294	0	0	0	0.456919823529412	8.68147711764706	0	0	3.04601052941176	0	0	0	2.43666223529412	0	0	0	0	0.913839705882353	0	L1_Fruits;L2_Other_fruits;L3_Mixtures_of_fruits_and_nonfruit_items;L4_Mixtures_of_fruits_and_nonfruit_items;L5_Guacamole_or_chutney;Guacamole
Granola bar NFS	2.43076470588235	0	0	0	0	0	0	4.86152941176471	0	0	4.86152941176471	4.86152941176471	0	4.86152941176471	0	0	0	2.43076470588235	0	0	0	0	0	0	26.7384117647059	0	0	7.29229411764706	0	7.29229411764706	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Bars;L4_Cereal_bars_granola_bars;L5_;Granola_bar_NFS
Cookie chocolate chip	0	0	0	0	4.16528823529412	0	0	5.66705882352941	0	1.70011764705882	0	0	0	0	0	0	0	0	6.85708452941176	0	7.65052941176471	20.4014117647059	0	0	0	0	0	2.55017647058824	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip
Cookie chocolate chip made from home recipe or purchased at a bakery	3.348	0	11.16	0	0	0	0	0	0	0	0	7.254	0	0	15.345	0	7.533	2.511	11.16	1.674	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_chocolate_chip;Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery
Cookie NFS	0	0	0	0	0	0	0	10.2007058823529	0	1.70011764705882	6.80047058823529	0	0	0	0	0	7.36717647058824	0	0	3.40023529411765	0	0	4.25029411764706	5.419125	2.83352941176471	0	0	0	1.70011764705882	0	0	0	L1_Grain_Product;L2_Cakes_cookies_pies_pastries_bars;L3_Cookies;L4_Cookies;L5_Cookie_NS;Cookie_NFS
Salty snacks corn or cornmeal base tortilla chips	6.00352941176471	0.972	5.48894117647059	0	3.65929411764706	0	9.94870588235294	0	0	4.08811764705882	0	0	0	3.65929411764706	4.51694117647059	3.20188235294118	0	5.48894117647059	26.4155294117647	0	27.4447058823529	13.9510588235294	5.48894117647059	0	0	0	0	0.914823529411765	0	0	3.54494117647059	1.82964705882353	L1_Grain_Product;L2_Crackers_and_salty_snacks_from_grain;L3_Salty_snacks_from_grain_products;L4_Salty_snacks_from_grain_products;L5_Salty_snacks_corn;Salty_snacks_corn_or_cornmeal_base_tortilla_chips
Quinoa cooked fat not added in cooking	1.56052941176471	0.82903125	0	0	0	0	0	1.95066176470588	0	0	0	1.56052941176471	0	0	0	0	0	0.780264705882353	0	0	0	0.780264705882353	0	1.243546875	0	3.12105882352941	0	0	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Quinoa;Quinoa_cooked_fat_not_added_in_cooking
Rice brown cooked fat not added in cooking	0	0	0	0	0	17.9927647058824	14.0812941176471	0	6.25835294117647	0	0	0	4.69376470588235	3.12917647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_brown_cooked_fat_not_added_in_cooking
Rice white cooked fat not added in cooking	0	0	0	0	5.94637647058823	13.3793470588235	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97318823529412	0	8.91956470588235	9.66286176470588	4.73851875	0	0	5.94637647058823	3.71648529411765	0	2.97318823529412	37.90815	0	L1_Grain_Product;L2_Pastas_cooked_cereals_rice;L3_Cooked_cereals_rice;L4_Cooked_cereals_rice;L5_Rice;Rice_white_cooked_fat_not_added_in_cooking
Tortilla corn	0	4.734625	2.00525294117647	0	0	0	0	0	0	0.891223529411765	0	0	2.86464705882353	0	0	3.43757647058824	0	0	2.00525294117647	0	0	0	4.07416470588235	0	0	0	0	0	0	0	1.71878823529412	0	L1_Grain_Product;L2_Quick_breads;L3_Cornbread_corn_muffins_tortillas;L4_Tortillas;L5_Tortillas_and_tacos;Tortilla_corn
Bread NS as to major flour	0	0	1.61022352941176	0	0	0	0	6.44089411764706	0	1.04851764705882	0	0	0	3.22044705882353	2.09703529411765	0	5.24258823529412	0	0	0	0.449364705882353	0	1.79745882352941	0	0.262129411764706	0	0	0	3.10810588235294	0	0	7.48941176470588	L1_Grain_Product;L2_Yeast;L3_Breadrolls_NFS;L4_;L5_;Bread_NS_as_to_major_flour
Bread multigrain	0	5.6754	0	0	0	0	0	2.67077647058824	0	0	8.01232941176471	0	0	0	0	4.45129411764706	0	13.3538823529412	5.34155294117647	0	0	0	0	0	37.3908705882353	0	2.67077647058824	0	0	0	0	5.34155294117647	L1_Grain_Product;L2_Yeast;L3_Multigrain_breads_rolls;L4_Bread_multigrain;L5_;Bread_multigrain
Bread whole wheat NS as to 100 	0	8.39063825	0	3.13662857142857	2.58310588235294	10.3324235294118	0	0	4.64959058823529	9.54314117647059	2.58310588235294	0	0	12.9155294117647	2.58310588235294	0	0	0	0	0	9.04087058823529	0	0	0	0	0	0	3.87465882352941	0	5.16621176470588	0	12.1262470588235	L1_Grain_Product;L2_Yeast;L3_Wheat_cracked_wheat_breads_rolls;L4_Wheat_cracked_wheat_breads_rolls;L5_Whole_grain_wheat_or_whole_grain_white;Bread_whole_wheat_NS_as_to_100_
Bagel	0	0	0	0	0	0	0	0	6.52192941176471	0	3.93564705882353	0	0	15.7425882352941	0	0	0	16.7171294117647	7.87129411764706	0	7.87129411764706	0	17.1856588235294	0	0	0	0	8.84583529411765	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Bagels_bread_sticks_English_muffins;L5_Bagel;Bagel
Croutons	0	0.6025	0	0	1.42445176470588	0	0.0714494117647059	0	0.571595294117647	0.214348235294118	0.500145882352941	0	0	0	1.13411764705882	0	0	0.714494117647059	0	0	0.571595294117647	0	0	0	0.285797647058823	0	4.53647058823529	0	0	0	0	1.70571294117647	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Bagels_bread_sticks_English_muffins;L5_Croutons;Croutons
Roll white soft	6.03995294117647	14.97405	0	0	0	1.08409411764706	4.02663529411765	0	0	2.01331764705882	1.08409411764706	0	0	0.813070588235294	1.00665882352941	0	0	0	0	0	2.01331764705882	0	9.60197647058824	0	0	0	1.66485882352941	0	0	0	0	0	L1_Grain_Product;L2_Yeast;L3_White_breads_rolls;L4_Rolls;L5_Roll_white;Roll_white_soft
Ground beef less than 80 lean cooked formerly regular 	0	3.6575	0	2.35871428571429	0	0	0	0	0	1.49988235294118	0	0	0	0	0	0	0	0	1.60591911764706	0	1.94247058823529	7.65923529411765	0	0	0	0	0	0	0	0	11.3413235294118	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_less_than_80_lean_cooked_formerly_regular_
Chicken or turkey loaf prepackaged or deli luncheon meat	0	2.149284375	0	0	0	0	0	0.799152941176471	0	0	0	0	0	3.99576470588235	0	0	1.19872941176471	3.19661176470588	1.19872941176471	0.799152941176471	0	0	0	0.8491	0	1.61828470588235	0	0	0	0	0	2.39745882352941	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Luncheon_meats;L5_;Chicken_or_turkey_loaf_prepackaged_or_deli_luncheon_meat
Pork bacon NS as to fresh smoked or cured cooked	0	0	0	3.92657142857143	0	0	0	0	1.07788235294118	3.77258823529412	3.09891176470588	0	0	0	0	0.359294117647059	0	0.224558823529412	0.449117647058824	0	0	2.15576470588235	1.61682352941176	0	0.112459058823529	0	0	0	0.718588235294118	0	0.359294117647059	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked
Pork bacon smoked or cured cooked	0	3.3403125	0	0.818035714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39226470588235	1.01051470588235	0	0	0	0	0	1.75155882352941	0	0	0	0	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_smoked_or_cured_cooked
Chicken breast roasted broiled or baked skin not eaten	2.56305882352941	1.7871328125	2.88344117647059	3.11228571428571	15.6133	0	3.60430147058824	5.75620294117647	3.60430147058824	2.56305882352941	0	0	0	2.56305882352941	2.16258088235294	0	1.91695441176471	1.44172058823529	0	0	0	10.893	2.88344117647059	2.462271875	1.12133823529412	19.2870176470588	2.88344117647059	0	0	0	2.24267647058824	7.20860294117647	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_roasted_broiled_or_baked_skin_not_eaten
Chicken NS as to part and cooking method skin not eaten	0	2.492	7.03623529411765	0	0	0	0	0	0	0	2.34541176470588	0	0	0	0	0	0.706764705882353	4.24058823529412	0	0	16.4178823529412	0	0	0	0	0	0	0	0	0	0	4.69082352941177	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten
Cheese NFS	0.351008823529412	0	2.83648558823529	0	0	1.10303688235294	0	9.91991041176471	3.30948835294118	1.92772705882353	6.63406676470588	0	0	2.604569	1.89544764705882	0	10.7174694117647	0	1.88876176470588	0	0.944380882352941	0	0	0	0	2.11741058823529	0	5.28519	6.50643058823529	0	0.472190411764706	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_NS_as_to_type;L4_;L5_;Cheese_NFS
Cheese cream	0	0	0	0	0	1.1658	0	0	1.3601	0.129520352941176	0	0	0	0	0	2.5259	0.9715	0	2.49106	0	0	0	4.0803	0.4128875	0	0	0	1.943	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cream_cheeses;L4_;L5_;Cheese_cream
Cheese Brie	0	0	0	0	0	0	2.73070588235294	0	0	0.273070588235294	0	0	0	0	0	17.5372	0.5158	0	0	0	0	0	4.36912941176471	0	0	1.37597235294118	0	0	8.2528	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Camembert_or_Brie;Cheese_Brie
Cheese Cheddar	12.2349534705882	54.0032530625	2.62808582352941	0	8.418761	1.05106617647059	25.2255882352941	0.525533058823529	2.88345582352941	13.0454389411765	2.10213235294118	12.7081341176471	13.3383087647059	6.32872058823529	5.30881435294118	7.58534917647059	0	0	11.6811550588235	0	7.89136764705882	0	7.81323529411765	0	1.83611029411765	0	11.0473565882353	8.69780511764706	0	0	1.05478676470588	1.05478676470588	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Cheddar
Cheese Feta	0.746772352941176	1.574296875	3.95117647058824	0	1.49354470588235	2.46948529411765	0	0	0	0	1.24066941176471	0	0	0	2.48133882352941	0.746772352941176	0	0.493897058823529	0	0	0	0	0.246948529411765	0	0	1.23474264705882	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Feta
Cheese Mozzarella part skim	0	1.8939775	0	0.540180285714286	0	0	0	4.46429117647059	1.78571647058824	0	0	0	0	0	1.03930588235294	0	0	0	2.67857470588235	0	0	0	0	0	0	0	0	0	0	0	0.889708823529412	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_part_skim
Cheese Parmesan dry grated	0	0	0.577402352941176	0	0	0	0	0	2.64021882352941	1.61113882352941	0	0	0.577402352941176	0	1.32010941176471	0	0	0	0	0	10.5608752941176	0	0.288701176470588	0	1.32010941176471	0	0	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_dry_grated
Cheese Parmesan hard	0.625058823529412	0	0	0	0	0	0.416705882352941	0	0.416705882352941	0	0	0.416705882352941	0	0	2.08352941176471	1.25011764705882	3.542	1.66682352941176	0.625058823529412	0	0	0	0.625058823529412	0	0.416705882352941	0	0	2.91694117647059	3.542	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_hard
Cheese Swiss	0	9.05251525	0	0	0	0	0	0	0	0	3.65073882352941	0	0	0	0	2.09723294117647	0	1.04861647058824	0	0	0	1.57292470588235	0	0	0	0	0	0	5.20147058823529	0	0	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Swiss;Cheese_Swiss
Cheese American	2.42333823529412	0.73565625	1.04803276470588	1.70251871428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10311135294118	0	0	0	0	1.86943235294118	0	0	0	0.931419117647059	0	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_American
Cream half and half	0	0	0	0	0	0.519992529411765	0	0	0	0	0	0	2.07720417647059	0	0	6.51373605882353	0	0	0	2.42017794117647	0	0	0	0	0	3.58739517647059	0	3.46292894117647	9.54241594117647	0	3.44311029411765	0	L1_Milk_and_Milk_Products;L2_Creams_and_cream_substitutes;L3_Sweet_dairy_cream;L4_Cream_half_and_half;L5_;Cream_half_and_half
Ice cream regular flavors other than chocolate	0	2.925	0	0	0	0	0	2.75294117647059	0	0	0	0	0	1.69764705882353	1.69764705882353	6.79058823529412	0.424411764705882	7.63941176470588	7.10029411764706	0	2.75294117647059	2.75294117647059	10.0941176470588	0	3.39529411764706	0	0	2.54647058823529	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_Ice_cream;L5_;Ice_cream_regular_flavors_other_than_chocolate
Milk almond ready to drink	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.78736705882353	0	0	7.20288	0	0	0	1.1808	0	9.33000823529411	0.8856	0	0	16.0884	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid_imitation;L4_Milk_almond;L5_;Milk_almond_ready_to_drink
Milk NFS	0	0	0.385735294117647	22.2955	7.869	0	0	0	0	0	0	0	2.70014705882353	0	0	0	0	0	0	0	0	0	0.385735294117647	0	0	3.08588235294118	0	0	1.54294117647059	0	0.0964338235294118	1.04148529411765	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_;L5_;Milk_NFS
Milk cows fluid 1 fat	0	0	0	11.4192	0	0	0	0	0	0	0	8.42747294117647	0	0	0	0	0	0	0	0	0	0	0.361694117647059	8.4546	2.89355294117647	0	8.39130352941176	0	0	0	0	0	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_1_fat
Milk cows fluid 2 fat	0	0	0	0	0.774341176470588	0	2.32302352941176	0	29.0765111764706	0	0	4.25887647058823	0.193585294117647	0	0	2.71019411764706	0	6.52604588235294	0	0	0	0	10.6471911764706	2.4682125	0	0	0	0	0.774341176470588	0	0	0.774341176470588	L1_Milk_and_Milk_Products;L2_Milks_and_milk_drinks;L3_Milk_fluid;L4_Milk_fluid_cow_goat_buttermilk;L5_;Milk_cows_fluid_2_fat
