	PD_whole_tree	shannon	chao1	simpson	observed_otus
MCT.f.0128	118.0	4.20873297946	26.0	0.932550175714	26.0
MCT.f.0129	94.0	3.7958073515	18.0	0.913265884677	18.0
MCT.f.0130	103.0	4.09933789045	25.0	0.915780161029	25.0
MCT.f.0131	105.0	3.6635323294	20.0	0.893731804446	20.0
MCT.f.0132	121.0	3.90669854187	27.0	0.905265479417	27.0
MCT.f.0133	101.0	3.84292079374	22.0	0.904470094524	22.0
MCT.f.0134	89.0	3.74511343541	18.0	0.905318066275	18.0
MCT.f.0135	85.0	3.51227434907	16.0	0.890962530433	16.0
MCT.f.0136	80.0	3.49150721687	15.0	0.894536523358	15.0
MCT.f.0392	49.0	1.95769274332	9.0	0.629569656227	9.0
MCT.f.0393	84.0	3.20203526772	17.0	0.815103764922	17.0
MCT.f.0394	79.0	3.24112672925	17.0	0.81981376	17.0
MCT.f.0396	56.0	2.31628998777	11.0	0.657265040717	11.0
MCT.f.0398	93.0	2.25707309012	21.0	0.558211505708	21.0
MCT.f.0399	95.0	3.53070464194	19.0	0.886893491124	19.0
MCT.f.0400	46.0	2.30953425346	9.0	0.732223673375	9.0
MCT.f.0401	70.0	2.72224482007	14.0	0.759525582682	14.0
MCT.f.0402	63.0	2.55196969098	11.0	0.736189577989	11.0
MCT.f.0403	59.0	2.70234469407	11.0	0.780501461792	11.0
MCT.f.0404	30.0	1.50153297231	5.0	0.593511230403	5.0
MCT.f.0405	103.0	3.21846798061	21.0	0.819167567203	21.0
MCT.f.0406	101.0	2.98551774144	21.0	0.764029790493	21.0
MCT.f.0407	88.0	2.76984725696	19.0	0.75489337379	19.0
MCT.f.0408	75.0	3.34437306684	16.0	0.87531149076	16.0
MCT.f.0477	110.0	3.09761679165	22.0	0.800526648309	22.0
MCT.f.0478	83.0	3.44766676632	17.0	0.865675100737	17.0
MCT.f.0479	84.0	3.27776542678	17.0	0.863505167358	17.0
MCT.f.0480	78.0	2.87365946539	15.0	0.790497066073	15.0
MCT.f.0481	67.0	3.12325768345	14.0	0.850943154998	14.0
MCT.f.0485	77.0	3.21539225649	16.0	0.856053316208	16.0
MCT.f.0486	73.0	2.70242356715	14.0	0.762939867342	14.0
MCT.f.0487	84.0	3.1559449267	17.0	0.826333218193	17.0
MCT.f.0488	58.0	2.86638530708	12.0	0.825651044732	12.0
MCT.f.0489	83.0	3.01140954802	17.0	0.824919599743	17.0
MCT.f.0490	55.0	3.10096422309	10.0	0.87351452691	10.0
MCT.f.0491	72.0	2.79241771616	14.0	0.769632789281	14.0
MCT.f.0492	86.0	3.37227657579	17.0	0.875050550804	17.0
MCT.f.0493	50.0	1.91676466041	10.0	0.572598829357	10.0
MCT.f.0523	105.0	3.34647869115	23.0	0.831253641168	23.0
MCT.f.0569	71.0	2.70920935136	15.0	0.744785649802	15.0
MCT.f.0571	86.0	2.41375467062	16.0	0.676648825523	16.0
MCT.f.0572	65.0	2.51711235104	13.0	0.731169143636	13.0
MCT.f.0573	103.0	3.17697636376	22.0	0.84477041827	22.0
MCT.f.0574	89.0	3.3487341983	19.0	0.861307434492	19.0
MCT.f.0575	88.0	3.22047222808	18.0	0.840415711146	18.0
MCT.f.0576	102.0	3.57901391754	20.0	0.89611382572	20.0
MCT.f.0579	33.0	1.95767681419	6.0	0.675434958383	6.0
MCT.f.0580	66.0	3.18900328712	12.0	0.876995586846	12.0
MCT.f.0581	76.0	3.37212913742	15.0	0.88713210748	15.0
MCT.f.0582	62.0	3.01621840973	11.0	0.843455418547	11.0
MCT.f.0583	52.0	2.81529932002	9.0	0.823808218811	9.0
MCT.f.0584	70.0	2.98012284231	15.0	0.828659816117	15.0
MCT.f.0585	54.0	2.8503299349	10.0	0.825196559016	10.0
MCT.f.0586	48.0	3.09046144854	10.0	0.869152716242	10.0
MCT.f.0587	58.0	2.97151008474	11.0	0.83717785543	11.0
MCT.f.0588	69.0	2.97256466353	13.0	0.833066692104	13.0
MCT.f.0589	68.0	3.1732292178	12.0	0.868578283114	12.0
MCT.f.0590	40.0	2.26044183618	7.0	0.766096271014	7.0
MCT.f.0591	52.0	2.55689053261	9.0	0.750367611019	9.0
MCT.f.0592	56.0	2.8325717427	10.0	0.827818732941	10.0
MCT.f.0593	81.0	3.23074989674	15.0	0.860748722682	15.0
MCT.f.0594	63.0	2.9743361661	12.0	0.829868171229	12.0
MCT.f.0595	68.0	3.16534589011	13.0	0.859472351103	13.0
MCT.f.0127	84.0	3.53391887538	19.0	0.878641498296	19.0
MCT.f.0154	66.0	2.76813621054	13.0	0.798678730741	13.0
MCT.f.0155	91.0	3.3877161374	19.0	0.875791110662	19.0
MCT.f.0156	93.0	3.22928129978	18.0	0.862598503793	18.0
MCT.f.0158	75.0	2.97739585138	15.0	0.840076069897	15.0
MCT.f.0160	59.0	2.79766528866	11.0	0.81993085194	11.0
MCT.f.0164	90.0	3.3587016961	18.0	0.874812851855	18.0
MCT.f.0165	98.0	3.20843158984	19.0	0.85335346304	19.0
MCT.f.0166	72.0	3.32494942053	14.0	0.874408400074	14.0
MCT.f.0167	78.0	3.22349930727	15.0	0.863288893295	15.0
MCT.f.0168	79.0	3.57182500808	16.0	0.899945527634	16.0
MCT.f.0169	113.0	3.40527129451	27.0	0.853444215066	27.0
MCT.f.0170	96.0	3.48315635132	20.0	0.886434870244	20.0
MCT.f.0240	63.0	2.87725478477	13.0	0.815170809529	13.0
MCT.f.0241	75.0	3.3254037126	18.0	0.863292990798	18.0
MCT.f.0242	71.0	2.98057918889	16.0	0.833029934687	16.0
MCT.f.0324	98.0	3.45325138886	19.0	0.881728183984	19.0
MCT.f.0332	101.0	3.41826070969	21.0	0.86889450872	21.0
MCT.f.0335	96.0	3.09335650998	19.0	0.819994533186	19.0
MCT.f.0358	95.0	3.57025001848	19.0	0.891322079573	19.0
MCT.f.0360	94.0	2.46861429567	18.0	0.654654692407	18.0
MCT.f.0361	102.0	3.27209973308	22.0	0.825707697004	22.0
MCT.f.0363	85.0	2.37997236875	19.0	0.653739200194	19.0
MCT.f.0365	88.0	2.4727342001	17.0	0.682344261944	17.0
MCT.f.0366	79.0	2.95120184795	15.0	0.808545820044	15.0
MCT.f.0417	49.0	1.75876871724	10.0	0.566375061475	10.0
MCT.f.0443	107.0	3.51803709749	22.0	0.879562817798	22.0
MCT.f.0444	149.0	3.74433000698	34.0	0.862332291667	34.0
MCT.f.0445	82.0	2.60222665906	16.0	0.727514007482	16.0
MCT.f.0446	114.0	3.80386462185	26.0	0.883970476559	26.0
MCT.f.0447	131.0	4.36028200074	28.0	0.941592930857	28.0
MCT.f.0448	114.0	3.58993809202	24.0	0.852458037843	24.0
MCT.f.0450	99.0	2.90518582702	21.0	0.744650317903	21.0
MCT.f.0451	95.0	3.13615927462	19.0	0.802257268609	19.0
MCT.f.0452	83.0	2.45762147617	16.0	0.662143486622	16.0
MCT.f.0453	110.0	3.03406837853	23.0	0.751444421147	23.0
MCT.f.0454	98.0	3.64334743926	19.0	0.898198280751	19.0
MCT.f.0456	65.0	3.06322076766	15.0	0.837200794141	15.0
MCT.f.0457	81.0	3.37497609132	16.0	0.873277890564	16.0
MCT.f.0458	88.0	3.78188683545	20.0	0.899318019864	20.0
MCT.f.0459	83.0	3.5672144739	18.0	0.887889932267	18.0
MCT.f.0472	61.0	3.26594061355	11.0	0.881779040252	11.0
MCT.f.0473	54.0	2.90149837448	10.0	0.821501437902	10.0
MCT.f.0476	78.0	3.61396071425	17.0	0.891411750077	17.0
MCT.f.0616	66.0	2.64121050894	12.0	0.803915023924	12.0
MCT.f.0617	78.0	2.84640254685	15.0	0.811738167827	15.0
MCT.f.0069	53.0	2.38009347136	10.0	0.745866833308	10.0
MCT.f.0239	62.0	3.21641089121	13.0	0.864161417298	13.0
MCT.f.0245	84.0	3.20017930976	17.0	0.834826081531	17.0
MCT.f.0248	71.0	3.14279749271	15.0	0.846475988463	15.0
MCT.f.0250	79.0	3.3112949693	16.0	0.873534446978	16.0
MCT.f.0251	62.0	2.96409751115	12.0	0.844625238232	12.0
MCT.f.0252	88.0	3.30709135217	18.0	0.853007450824	18.0
MCT.f.0254	65.0	2.93455188343	13.0	0.831898967834	13.0
MCT.f.0460	106.0	3.95982789294	21.0	0.918342131319	21.0
MCT.f.0461	66.0	3.31705556424	13.0	0.877281055109	13.0
MCT.f.0463	52.0	2.83848374967	9.0	0.837276585015	9.0
MCT.f.0465	35.0	2.09005653458	6.0	0.727190252954	6.0
MCT.f.0467	47.0	2.54922833767	8.0	0.800121019534	8.0
MCT.f.0468	46.0	2.39212843997	8.0	0.758447605622	8.0
MCT.f.0469	52.0	2.74735276404	9.0	0.818608477645	9.0
MCT.f.0470	52.0	2.88104357724	10.0	0.842765474984	10.0
MCT.f.0471	68.0	3.42578505417	13.0	0.89480767414	13.0
MCT.f.0533	60.0	1.69323014416	11.0	0.485295109191	11.0
MCT.f.0534	101.0	2.91017819949	19.0	0.807901602775	19.0
MCT.f.0542	118.0	3.58963617546	24.0	0.850478280976	24.0
MCT.f.0543	75.0	3.08477417756	15.0	0.835630772069	15.0
MCT.f.0001	97.0	2.7922468442	18.0	0.764067377552	18.0
MCT.f.0002	106.0	3.15980592251	22.0	0.828713473039	22.0
MCT.f.0003	108.0	2.95649247329	22.0	0.773725308096	22.0
MCT.f.0004	136.0	3.0581197863	34.0	0.765667340504	34.0
MCT.f.0005	138.0	3.17023370363	28.0	0.822273102134	28.0
MCT.f.0007	118.0	2.9959013031	27.0	0.786451512194	27.0
MCT.f.0008	106.0	3.02522468898	24.0	0.792228300367	24.0
MCT.f.0009	109.0	3.15086906401	22.0	0.831952019028	22.0
MCT.f.0010	86.0	2.69614156217	17.0	0.762304798768	17.0
MCT.f.0011	85.0	2.75323683733	16.0	0.741893231037	16.0
MCT.f.0012	105.0	3.0174779649	22.0	0.795557860263	22.0
MCT.f.0013	108.0	3.39244952148	21.0	0.870869753077	21.0
MCT.f.0014	116.0	2.81415182194	26.0	0.722833761892	26.0
MCT.f.0015	96.0	2.91102242229	20.0	0.794679802815	20.0
MCT.f.0016	100.0	2.66948247135	20.0	0.71183072408	20.0
MCT.f.0017	106.0	3.17957248074	22.0	0.832300672961	22.0
MCT.f.0205	107.0	3.22795457142	23.0	0.838791551749	23.0
MCT.f.0207	86.0	3.02666621178	17.0	0.837125539894	17.0
MCT.f.0208	56.0	2.6749425253	11.0	0.801089505783	11.0
MCT.f.0211	90.0	3.40389669779	18.0	0.876898252511	18.0
MCT.f.0214	67.0	2.32144876625	13.0	0.688261530111	13.0
MCT.f.0216	66.0	3.1056793408	13.0	0.860905839664	13.0
MCT.f.0217	88.0	3.27084223017	17.0	0.869368881916	17.0
MCT.f.0219	56.0	2.92597320567	13.0	0.84444345437	13.0
MCT.f.0220	34.0	1.70347669104	6.0	0.571026628393	6.0
MCT.f.0256	108.0	3.7928888089	22.0	0.91016611099	22.0
MCT.f.0257	81.0	3.43107182064	16.0	0.889242602042	16.0
MCT.f.0258	100.0	3.80472044342	20.0	0.913761683664	20.0
MCT.f.0259	100.0	3.78673763717	20.0	0.905292112393	20.0
MCT.f.0261	92.0	3.79742385544	19.0	0.913439307978	19.0
MCT.f.0264	101.0	3.78503120446	20.0	0.906736759045	20.0
MCT.f.0265	87.0	3.74177991183	18.0	0.914635674601	18.0
MCT.f.0266	89.0	3.68290751086	19.0	0.904034910883	19.0
MCT.f.0267	85.0	3.76026302251	18.0	0.913397666979	18.0
MCT.f.0268	90.0	3.80069362581	20.0	0.913303298765	20.0
MCT.f.0270	87.0	3.70409027288	20.0	0.89651969822	20.0
MCT.f.0271	85.0	3.73383775625	18.0	0.913804855968	18.0
MCT.f.0272	100.0	3.7503026009	21.0	0.904956227644	21.0
MCT.f.0614	93.0	3.19555743444	20.0	0.823093879527	20.0
MCT.f.0138	82.0	2.06313858599	15.0	0.560124246937	15.0
MCT.f.0139	111.0	3.22536029219	23.0	0.807993652367	23.0
MCT.f.0140	86.0	3.2694685809	17.0	0.866239544746	17.0
MCT.f.0142	105.0	2.92111135326	22.0	0.771981122107	22.0
MCT.f.0143	117.0	3.13210123077	24.0	0.837721484153	24.0
MCT.f.0146	95.0	2.95341661229	19.0	0.778340570435	19.0
MCT.f.0147	86.0	2.85501560917	16.0	0.794954150349	16.0
MCT.f.0148	103.0	2.77533589933	20.0	0.747049990489	20.0
MCT.f.0149	68.0	3.06920670803	14.0	0.855800519963	14.0
MCT.f.0150	76.0	2.782221825	15.0	0.782293375149	15.0
MCT.f.0152	74.0	3.26279449355	14.0	0.875446135949	14.0
MCT.f.0153	90.0	2.67342614513	18.0	0.736656199246	18.0
MCT.f.0006	118.0	3.06276884156	24.0	0.772908629468	24.0
MCT.f.0605	69.0	2.8419656806	14.0	0.789879297517	14.0
MCT.f.0606	85.0	3.04896431102	17.0	0.789379253135	17.0
MCT.f.0607	55.0	2.46116196826	10.0	0.751957808774	10.0
MCT.f.0609	64.0	2.85730038505	13.0	0.80379687085	13.0
MCT.f.0610	61.0	2.85090573561	12.0	0.811424719239	12.0
MCT.f.0602	69.0	3.09876479777	13.0	0.837407988625	13.0
MCT.f.0108	115.0	2.46122391589	23.0	0.626307090134	23.0
MCT.f.0109	95.0	2.41606816448	21.0	0.609633195226	21.0
MCT.f.0110	89.0	2.66023629692	20.0	0.674765747861	20.0
MCT.f.0114	119.0	2.06832185449	24.0	0.533010661467	24.0
MCT.f.0116	99.0	2.74349532572	19.0	0.712452313017	19.0
MCT.f.0117	94.0	2.4269597628	18.0	0.61957627514	18.0
MCT.f.0118	87.0	2.18742463211	18.0	0.547246635474	18.0
MCT.f.0319	69.0	1.89756730347	13.0	0.50142451143	13.0
MCT.f.0375	88.0	3.18821469213	18.0	0.832408057015	18.0
MCT.f.0376	96.0	3.38724195436	21.0	0.856014634479	21.0
MCT.f.0377	96.0	3.50876321135	19.0	0.880599774794	19.0
MCT.f.0379	119.0	3.38782703409	24.0	0.833265012542	24.0
MCT.f.0380	128.0	3.49862572051	25.0	0.865790976177	25.0
MCT.f.0384	110.0	3.4104582921	23.0	0.870271208239	23.0
MCT.f.0385	89.0	3.28878748016	17.0	0.859608186602	17.0
MCT.f.0386	125.0	3.18026568398	25.0	0.807073870894	25.0
MCT.f.0388	123.0	3.31093108339	26.0	0.799527534154	26.0
MCT.f.0389	92.0	3.25239841338	17.0	0.856557390646	17.0
MCT.f.0390	92.0	2.95328522644	20.0	0.786195778879	20.0
MCT.f.0431	98.0	2.76327118308	19.0	0.775266711465	19.0
MCT.f.0434	114.0	3.44886052465	22.0	0.861900742292	22.0
MCT.f.0436	66.0	2.59781220679	12.0	0.737293934286	12.0
MCT.f.0438	63.0	2.22503294046	11.0	0.651934739021	11.0
MCT.f.0439	76.0	2.83996014545	15.0	0.758094872812	15.0
MCT.f.0440	68.0	3.0919147403	13.0	0.830467573393	13.0
MCT.f.0520	72.0	3.03990388169	14.0	0.836516916235	14.0
MCT.f.0547	101.0	3.20730545352	19.0	0.825487309519	19.0
MCT.f.0550	97.0	3.25614519454	19.0	0.836698200113	19.0
MCT.f.0551	101.0	3.40081736664	21.0	0.863799502531	21.0
MCT.f.0553	82.0	3.13005969277	17.0	0.815073141985	17.0
MCT.f.0557	108.0	3.41176581932	22.0	0.827727575449	22.0
MCT.f.0558	118.0	3.7336460675	24.0	0.885514196817	24.0
MCT.f.0561	79.0	3.08666470644	16.0	0.813538590253	16.0
MCT.f.0613	57.0	2.30887302606	11.0	0.7409137191	11.0
MCT.f.0615	61.0	2.67250414746	12.0	0.798742257148	12.0
MCT.f.0618	55.0	2.54039441673	10.0	0.771796638867	10.0
MCT.f.0620	88.0	3.47666145983	18.0	0.884945661949	18.0
MCT.f.0623	69.0	3.20987844631	14.0	0.859515429987	14.0
MCT.f.0626	74.0	2.78956633905	14.0	0.775942442641	14.0
MCT.f.0627	73.0	3.36443794842	15.0	0.882576208292	15.0
MCT.f.0302	76.0	2.97974259347	15.0	0.813528040249	15.0
MCT.f.0126	109.0	4.22267044174	26.0	0.935265730655	26.0
MCT.f.0243	80.0	3.37355943039	16.0	0.871367844653	16.0
MCT.f.0041	100.0	2.36671710744	22.0	0.606131194791	22.0
MCT.f.0263	98.0	3.71744492528	20.0	0.907898097022	20.0
MCT.f.0330	95.0	3.18738227378	20.0	0.835572562566	20.0
MCT.f.0336	125.0	3.51160134965	26.0	0.861742929678	26.0
MCT.f.0340	97.0	3.01363232798	19.0	0.828296636664	19.0
MCT.f.0411	60.0	2.9385258768	11.0	0.833802237895	11.0
MCT.f.0412	65.0	3.06062608008	13.0	0.845021363669	13.0
MCT.f.0413	51.0	1.37799135146	9.0	0.400368130688	9.0
MCT.f.0056	110.0	4.05926683794	25.0	0.913705283352	25.0
MCT.f.0060	114.0	4.00864157282	24.0	0.92333050915	24.0
MCT.f.0303	52.0	2.6613590915	11.0	0.790352441565	11.0
MCT.f.0318	56.0	1.92548323278	10.0	0.563521718365	10.0
MCT.f.0300	90.0	3.51879777705	18.0	0.87626248383	18.0
MCT.f.0301	70.0	3.1573747812	15.0	0.838442570107	15.0
MCT.f.0378	99.0	3.10193744124	19.0	0.798816562008	19.0
MCT.f.0409	61.0	1.89376322941	11.0	0.563052782558	11.0
MCT.f.0410	81.0	2.48335871022	16.0	0.679979021991	16.0
MCT.f.0418	73.0	2.05416945034	15.0	0.537642425746	15.0
MCT.f.0141	64.0	2.4132027827	13.0	0.703780048718	13.0
MCT.f.0151	101.0	2.96353969894	20.0	0.777168491303	20.0
MCT.f.0374	92.0	2.7937783691	19.0	0.72214904517	19.0
MCT.f.0483	73.0	3.01399504129	16.0	0.824773624699	16.0
MCT.f.0053	112.0	3.51478373644	24.0	0.842056867921	24.0
MCT.f.0144	85.0	2.49543540506	16.0	0.715542213104	16.0
MCT.f.0628	55.0	2.81891658276	11.0	0.831334566244	11.0
MCT.f.0331	105.0	3.6879742771	22.0	0.894960036827	22.0
MCT.f.0604	64.0	3.38530306379	14.0	0.888860430098	14.0
MCT.f.0212	64.0	2.71705824684	13.0	0.802604967449	13.0
MCT.f.0262	77.0	3.85923856805	17.0	0.923773589753	17.0
MCT.f.0087	29.0	2.09899745633	5.0	0.737816975983	5.0
MCT.f.0091	46.0	2.0760841734	8.0	0.720972635078	8.0
MCT.f.0092	29.0	1.80108053872	5.0	0.660445670705	5.0
MCT.f.0093	68.0	2.99215727154	14.0	0.827688059639	14.0
MCT.f.0094	32.0	2.11125844771	6.0	0.730894670735	6.0
MCT.f.0098	44.0	2.59629371573	8.0	0.813844623227	8.0
MCT.f.0137	79.0	2.39588713616	16.0	0.674502905942	16.0
MCT.f.0145	82.0	1.39088130011	15.0	0.357655852218	15.0
MCT.f.0367	39.0	1.67782370877	7.0	0.562233867532	7.0
MCT.f.0232	120.0	3.41833303535	28.0	0.826134940437	28.0
MCT.f.0343	51.0	2.59660261295	10.0	0.794774628377	10.0
MCT.f.0348	65.0	2.23957747453	13.0	0.656755333328	13.0
MCT.f.0351	136.0	4.16141010034	34.0	0.916356814818	34.0
MCT.f.0356	105.0	3.6065199648	25.0	0.871892307306	25.0
MCT.f.0357	87.0	3.16045712782	19.0	0.834052836821	19.0
MCT.f.0597	64.0	3.09266023604	13.0	0.85747624417	13.0
MCT.f.0541	133.0	3.28483390018	33.0	0.814907162459	33.0
MCT.f.0113	121.0	2.50724657445	26.0	0.605309659063	26.0
MCT.f.0119	101.0	2.40948811997	23.0	0.582985599263	23.0
MCT.f.0325	95.0	3.15226668582	19.0	0.839440666462	19.0
MCT.f.0326	104.0	3.63641658243	23.0	0.890816207105	23.0
MCT.f.0327	73.0	2.97605688024	14.0	0.819541608831	14.0
MCT.f.0328	127.0	3.60604427924	27.0	0.867673189216	27.0
MCT.f.0329	111.0	3.48634872618	23.0	0.874547146216	23.0
MCT.f.0333	93.0	3.2149226581	18.0	0.858366636578	18.0
MCT.f.0334	77.0	2.37003067358	15.0	0.66550314575	15.0
MCT.f.0337	102.0	3.43268785477	20.0	0.864070653962	20.0
MCT.f.0338	114.0	3.18511493085	23.0	0.83202136424	23.0
MCT.f.0339	88.0	3.0282081939	18.0	0.822785467219	18.0
MCT.f.0395	68.0	2.78536786447	13.0	0.78249266204	13.0
MCT.f.0511	69.0	2.73092186936	13.0	0.788454091269	13.0
MCT.f.0513	166.0	4.06410721875	36.0	0.910256848579	36.0
MCT.f.0514	103.0	3.78642500987	21.0	0.913489988586	21.0
MCT.f.0516	84.0	3.18795369702	18.0	0.845761596152	18.0
MCT.f.0517	115.0	3.5183555036	26.0	0.851179147389	26.0
MCT.f.0518	90.0	3.17520724855	18.0	0.851207284079	18.0
MCT.f.0519	93.0	3.28403873321	18.0	0.861192519397	18.0
MCT.f.0521	108.0	3.10556601561	25.0	0.795481273782	25.0
MCT.f.0522	87.0	3.33190751106	17.0	0.875869943005	17.0
MCT.f.0525	89.0	2.66390636259	17.0	0.710387893773	17.0
MCT.f.0526	85.0	3.13702424267	17.0	0.846519144796	17.0
MCT.f.0527	134.0	3.31914642016	31.0	0.801582715754	31.0
MCT.f.0545	83.0	3.07333195525	16.0	0.808536680541	16.0
MCT.f.0549	87.0	3.21447696354	18.0	0.845266589453	18.0
MCT.f.0555	61.0	2.48963910831	12.0	0.707799003493	12.0
MCT.f.0565	53.0	1.79279361473	10.0	0.552691603421	10.0
MCT.f.0567	87.0	3.16432216965	17.0	0.833144249788	17.0
MCT.f.0568	103.0	3.54073888345	21.0	0.87611446418	21.0
MCT.f.0570	58.0	2.34265539743	12.0	0.722481878434	12.0
MCT.f.0577	65.0	2.15389615823	12.0	0.641511386311	12.0
MCT.f.0578	65.0	2.27931099683	12.0	0.675935850498	12.0
MCT.f.0599	83.0	3.17152858613	18.0	0.839267510159	18.0
MCT.f.0600	70.0	3.03509346209	14.0	0.836654125102	14.0
MCT.f.0601	60.0	3.1178914609	12.0	0.866948132851	12.0
MCT.f.0603	65.0	3.27018776873	13.0	0.876159392808	13.0
MCT.f.0612	145.0	3.84676100523	31.0	0.897806907671	31.0
MCT.f.0055	117.0	4.07497094502	27.0	0.911227061237	27.0
MCT.f.0066	149.0	4.30315513196	36.0	0.911395862951	36.0
MCT.f.0596	66.0	3.12833828585	14.0	0.8505808483	14.0
MCT.f.0052	68.0	2.4969046831	15.0	0.701164084141	15.0
MCT.f.0057	91.0	3.67008394727	18.0	0.901455199583	18.0
MCT.f.0608	57.0	2.67743860749	11.0	0.806243704357	11.0
MCT.f.0611	77.0	3.49484711987	15.0	0.898244926379	15.0
MCT.f.0063	53.0	3.08573402368	10.0	0.871614997024	10.0
MCT.f.0061	79.0	3.11702265126	16.0	0.83815915372	16.0
MCT.f.0059	57.0	3.13487062837	11.0	0.874002962854	11.0
MCT.f.0322	86.0	2.36914705475	19.0	0.63406958856	19.0
MCT.f.0323	74.0	1.53157305243	15.0	0.396561960076	15.0
MCT.f.0383	96.0	2.92766195273	19.0	0.793369900377	19.0
MCT.f.0075	41.0	1.6748213346	7.0	0.556104605427	7.0
MCT.f.0353	79.0	2.30762957466	16.0	0.660684861831	16.0
MCT.f.0370	83.0	2.6567872495	17.0	0.71071079583	17.0
MCT.f.0387	60.0	2.57575115096	11.0	0.77913553738	11.0
MCT.f.0415	63.0	2.66354203978	12.0	0.781673728542	12.0
MCT.f.0047	38.0	1.64134866097	7.0	0.53866304153	7.0
MCT.f.0371	98.0	2.43825344874	20.0	0.614808594217	20.0
MCT.f.0437	61.0	2.73569626848	11.0	0.812637553871	11.0
MCT.f.0048	54.0	2.6578068839	10.0	0.803815907776	10.0
MCT.f.0304	53.0	2.57419441631	11.0	0.762822863652	11.0
MCT.f.0321	91.0	2.25987158991	21.0	0.558972164241	21.0
MCT.f.0349	81.0	1.99161410435	17.0	0.546474751817	17.0
MCT.f.0364	74.0	2.49785894639	14.0	0.686691306394	14.0
MCT.f.0369	84.0	2.7811015873	19.0	0.70531053818	19.0
MCT.f.0424	62.0	2.7363332579	12.0	0.777668989181	12.0
MCT.f.0426	96.0	2.76839980642	20.0	0.741690512886	20.0
MCT.f.0206	69.0	2.89349663893	14.0	0.817621259859	14.0
MCT.f.0422	45.0	2.48391965637	9.0	0.774143044514	9.0
MCT.f.0244	70.0	3.17723438995	14.0	0.844938050283	14.0
MCT.f.0255	58.0	2.62027950388	12.0	0.761225583536	12.0
MCT.f.0097	51.0	2.66622412535	9.0	0.816811387464	9.0
MCT.f.0538	85.0	2.76374298922	17.0	0.767800364375	17.0
MCT.f.0359	97.0	2.54008062189	21.0	0.67613972102	21.0
MCT.f.0054	110.0	3.45529545253	24.0	0.83088617864	24.0
MCT.f.0112	111.0	2.24703626386	22.0	0.559907168491	22.0
MCT.f.0159	63.0	2.59916234179	12.0	0.77256450826	12.0
MCT.f.0210	71.0	2.21516221054	13.0	0.712640127006	13.0
MCT.f.0213	99.0	3.34352434774	22.0	0.847253481841	22.0
MCT.f.0227	86.0	3.45504481483	18.0	0.876415453675	18.0
MCT.f.0233	122.0	3.80972859131	31.0	0.879273278806	31.0
MCT.f.0296	97.0	2.97612199122	20.0	0.788955531046	20.0
MCT.f.0313	95.0	2.43045396831	20.0	0.641359900564	20.0
MCT.f.0350	59.0	2.28702761757	12.0	0.694698397501	12.0
MCT.f.0355	125.0	3.31533285922	30.0	0.742719711932	30.0
MCT.f.0423	34.0	1.39966672713	6.0	0.520290971378	6.0
MCT.f.0524	66.0	2.52134075281	13.0	0.731233847188	13.0
MCT.f.0416	56.0	1.69926979653	10.0	0.572477730102	10.0
MCT.f.0421	78.0	2.98333259973	17.0	0.818699949729	17.0
MCT.f.0035	86.0	3.06169093046	22.0	0.773439087427	22.0
MCT.f.0036	144.0	2.72247335201	33.0	0.633684127946	33.0
